endpoint	endpoint_label	match_scope	match_scope_label	top_type	cutoff	ranking_method	ranking_label	ranking_column	ranking_direction	n_patients	median_delta_hit_rate_vs_ic50	mean_delta_hit_rate_vs_ic50	median_delta_hits_vs_ic50	sum_delta_hits_vs_ic50	patients_better_than_ic50	patients_same_as_ic50	patients_worse_than_ic50	median_method_hit_rate	median_ic50_hit_rate
strict_positive_experimental	Strict positive experimental evidence	relaxed_min8_peptide_cov50	Relaxed min-8 + ≥50% longer-peptide coverage	percent	20	net_betweenness	Network betweenness	Net_Betweenness	higher_better	30	0.0	0.023953132118766797	0.0	12	10	14	6	0.08856209150326798	0.08452380952380953
strict_positive_experimental	Strict positive experimental evidence	relaxed_min8_peptide_cov50	Relaxed min-8 + ≥50% longer-peptide coverage	percent	20	net_degree	Network degree	Net_Degree	higher_better	30	0.0	0.031146014458707957	0.0	7	14	8	8	0.10555555555555556	0.08452380952380953
strict_positive_experimental	Strict positive experimental evidence	relaxed_min8_peptide_cov50	Relaxed min-8 + ≥50% longer-peptide coverage	percent	20	net_impact	Network impact	Net_Impact	higher_better	30	0.0	0.02952524862741581	0.0	9	13	9	8	0.11269841269841269	0.08452380952380953
strict_positive_experimental	Strict positive experimental evidence	relaxed_min8_peptide_cov50	Relaxed min-8 + ≥50% longer-peptide coverage	percent	20	net_strength	Network strength	Net_Strength	higher_better	30	0.0	0.026906074831771428	0.0	7	13	9	8	0.11269841269841269	0.08452380952380953
strict_positive_experimental	Strict positive experimental evidence	relaxed_min8_peptide_cov50	Relaxed min-8 + ≥50% longer-peptide coverage	percent	20	net_wci	Network WCI	Net_WCI	higher_better	30	0.0	0.0026186628973006707	0.0	1	10	12	8	0.09761904761904762	0.08452380952380953
strict_positive_experimental	Strict positive experimental evidence	relaxed_min8_peptide_cov50	Relaxed min-8 + ≥50% longer-peptide coverage	percent	20	tumor_dna_vaf	Tumor DNA VAF	Tumor DNA VAF	higher_better	30	0.0	0.010726807986869907	0.0	2	13	8	9	0.09545454545454546	0.08452380952380953
strict_positive_experimental	Strict positive experimental evidence	relaxed_min8_peptide_cov50	Relaxed min-8 + ≥50% longer-peptide coverage	percent	30	borda	Borda	Borda_Rank	lower_better	30	0.016281512605042014	0.045480641751650154	1.0	22	16	9	5	0.10529556650246305	0.06904761904761905
strict_positive_experimental	Strict positive experimental evidence	relaxed_min8_peptide_cov50	Relaxed min-8 + ≥50% longer-peptide coverage	percent	30	depmap_survivability	DepMap survivability	Depmap_survivability_score	lower_better	30	0.01715686274509804	0.03707331243190414	1.0	17	16	8	6	0.0784313725490196	0.06904761904761905
strict_positive_experimental	Strict positive experimental evidence	relaxed_min8_peptide_cov50	Relaxed min-8 + ≥50% longer-peptide coverage	percent	30	net_betweenness	Network betweenness	Net_Betweenness	higher_better	30	0.0	0.03138545764070974	0.0	22	12	12	6	0.09411764705882353	0.06904761904761905
strict_positive_experimental	Strict positive experimental evidence	relaxed_min8_peptide_cov50	Relaxed min-8 + ≥50% longer-peptide coverage	percent	30	net_degree	Network degree	Net_Degree	higher_better	30	0.02350427350427351	0.04933964805813545	1.0	28	17	7	6	0.1111111111111111	0.06904761904761905
strict_positive_experimental	Strict positive experimental evidence	relaxed_min8_peptide_cov50	Relaxed min-8 + ≥50% longer-peptide coverage	percent	30	net_impact	Network impact	Net_Impact	higher_better	30	0.009615384615384616	0.05365036476906225	0.5	26	15	10	5	0.11324786324786325	0.06904761904761905
strict_positive_experimental	Strict positive experimental evidence	relaxed_min8_peptide_cov50	Relaxed min-8 + ≥50% longer-peptide coverage	percent	30	net_strength	Network strength	Net_Strength	higher_better	30	0.01923076923076924	0.054370097106441646	1.0	28	17	9	4	0.1111111111111111	0.06904761904761905
strict_positive_experimental	Strict positive experimental evidence	relaxed_min8_peptide_cov50	Relaxed min-8 + ≥50% longer-peptide coverage	percent	30	net_wci	Network WCI	Net_WCI	higher_better	30	0.0	0.030816450317500736	0.0	20	12	10	8	0.10172413793103449	0.06904761904761905
strict_positive_experimental	Strict positive experimental evidence	relaxed_min8_peptide_cov50	Relaxed min-8 + ≥50% longer-peptide coverage	percent	30	tumor_dna_vaf	Tumor DNA VAF	Tumor DNA VAF	higher_better	30	0.0	0.01014165272115866	0.0	10	13	8	9	0.07653061224489796	0.06904761904761905
strict_positive_experimental	Strict positive experimental evidence	relaxed_min8_peptide_cov50	Relaxed min-8 + ≥50% longer-peptide coverage	percent	40	borda	Borda	Borda_Rank	lower_better	30	0.0	0.022974717403279422	0.0	23	14	11	5	0.10319148936170214	0.07054848966613672
strict_positive_experimental	Strict positive experimental evidence	relaxed_min8_peptide_cov50	Relaxed min-8 + ≥50% longer-peptide coverage	percent	40	depmap_survivability	DepMap survivability	Depmap_survivability_score	lower_better	30	0.005555555555555557	0.019654062624143934	0.5	15	15	6	9	0.09166666666666667	0.07054848966613672
strict_positive_experimental	Strict positive experimental evidence	relaxed_min8_peptide_cov50	Relaxed min-8 + ≥50% longer-peptide coverage	percent	40	net_betweenness	Network betweenness	Net_Betweenness	higher_better	30	0.0	0.008683502573977797	0.0	19	13	9	8	0.10072463768115943	0.07054848966613672
strict_positive_experimental	Strict positive experimental evidence	relaxed_min8_peptide_cov50	Relaxed min-8 + ≥50% longer-peptide coverage	percent	40	net_degree	Network degree	Net_Degree	higher_better	30	0.017884674683934634	0.03482006549862752	1.0	28	16	8	6	0.10724554341575618	0.07054848966613672
strict_positive_experimental	Strict positive experimental evidence	relaxed_min8_peptide_cov50	Relaxed min-8 + ≥50% longer-peptide coverage	percent	40	net_impact	Network impact	Net_Impact	higher_better	30	0.029824561403508774	0.026015886481768464	1.0	30	17	8	5	0.1201923076923077	0.07054848966613672
strict_positive_experimental	Strict positive experimental evidence	relaxed_min8_peptide_cov50	Relaxed min-8 + ≥50% longer-peptide coverage	percent	40	net_strength	Network strength	Net_Strength	higher_better	30	0.032388663967611336	0.026430916896798877	1.0	33	17	8	5	0.12192192192192192	0.07054848966613672
strict_positive_experimental	Strict positive experimental evidence	relaxed_min8_peptide_cov50	Relaxed min-8 + ≥50% longer-peptide coverage	percent	40	net_wci	Network WCI	Net_WCI	higher_better	30	0.0	0.014192121057936597	0.0	16	12	10	8	0.10144927536231885	0.07054848966613672
strict_positive_experimental	Strict positive experimental evidence	relaxed_min8_peptide_cov50	Relaxed min-8 + ≥50% longer-peptide coverage	percent	40	tumor_dna_vaf	Tumor DNA VAF	Tumor DNA VAF	higher_better	30	0.0	0.0020619335341685676	0.0	11	12	10	8	0.09615384615384616	0.07054848966613672
strict_positive_experimental	Strict positive experimental evidence	relaxed_min8_peptide_cov50	Relaxed min-8 + ≥50% longer-peptide coverage	percent	50	borda	Borda	Borda_Rank	lower_better	30	0.0058139534883720895	0.0144423284453203	0.5	21	15	9	6	0.10932203389830508	0.08069767441860465
strict_positive_experimental	Strict positive experimental evidence	relaxed_min8_peptide_cov50	Relaxed min-8 + ≥50% longer-peptide coverage	percent	50	depmap_survivability	DepMap survivability	Depmap_survivability_score	lower_better	30	0.0	0.00427619472222648	0.0	6	14	6	10	0.08514492753623187	0.08069767441860465
strict_positive_experimental	Strict positive experimental evidence	relaxed_min8_peptide_cov50	Relaxed min-8 + ≥50% longer-peptide coverage	percent	50	net_betweenness	Network betweenness	Net_Betweenness	higher_better	30	0.0	-0.0008461170904068713	0.0	8	11	10	9	0.10232558139534884	0.08069767441860465
strict_positive_experimental	Strict positive experimental evidence	relaxed_min8_peptide_cov50	Relaxed min-8 + ≥50% longer-peptide coverage	percent	50	net_degree	Network degree	Net_Degree	higher_better	30	0.0	0.0241405174937101	0.0	23	14	10	6	0.0992345544013122	0.08069767441860465
strict_positive_experimental	Strict positive experimental evidence	relaxed_min8_peptide_cov50	Relaxed min-8 + ≥50% longer-peptide coverage	percent	50	net_impact	Network impact	Net_Impact	higher_better	30	0.004464285714285712	0.015684145375382093	0.5	25	15	9	6	0.10811126694717157	0.08069767441860465
strict_positive_experimental	Strict positive experimental evidence	relaxed_min8_peptide_cov50	Relaxed min-8 + ≥50% longer-peptide coverage	percent	50	net_strength	Network strength	Net_Strength	higher_better	30	0.0	0.01432484786466901	0.0	23	14	11	5	0.11190297574393598	0.08069767441860465
strict_positive_experimental	Strict positive experimental evidence	relaxed_min8_peptide_cov50	Relaxed min-8 + ≥50% longer-peptide coverage	percent	50	net_wci	Network WCI	Net_WCI	higher_better	30	0.0	0.005145127325334767	0.0	12	13	10	7	0.10008305647840532	0.08069767441860465
strict_positive_experimental	Strict positive experimental evidence	relaxed_min8_peptide_cov50	Relaxed min-8 + ≥50% longer-peptide coverage	percent	50	tumor_dna_vaf	Tumor DNA VAF	Tumor DNA VAF	higher_better	30	0.0	-0.008518475581401704	0.0	-1	10	8	12	0.08403954802259886	0.08069767441860465
strict_positive_experimental	Strict positive experimental evidence	relaxed_min8_peptide_cov50	Relaxed min-8 + ≥50% longer-peptide coverage	percent	60	borda	Borda	Borda_Rank	lower_better	30	0.0	0.005085662287105486	0.0	17	14	9	7	0.10288461538461538	0.08974358974358974
strict_positive_experimental	Strict positive experimental evidence	relaxed_min8_peptide_cov50	Relaxed min-8 + ≥50% longer-peptide coverage	percent	60	depmap_survivability	DepMap survivability	Depmap_survivability_score	lower_better	30	0.0	-0.0009452754325573164	0.0	4	10	10	10	0.09206349206349207	0.08974358974358974
strict_positive_experimental	Strict positive experimental evidence	relaxed_min8_peptide_cov50	Relaxed min-8 + ≥50% longer-peptide coverage	percent	60	net_betweenness	Network betweenness	Net_Betweenness	higher_better	30	0.0	-0.010146921800616543	0.0	0	9	8	13	0.08830409356725147	0.08974358974358974
strict_positive_experimental	Strict positive experimental evidence	relaxed_min8_peptide_cov50	Relaxed min-8 + ≥50% longer-peptide coverage	percent	60	net_degree	Network degree	Net_Degree	higher_better	30	0.0	0.012727653715765674	0.0	19	14	10	6	0.09744392279603548	0.08974358974358974
strict_positive_experimental	Strict positive experimental evidence	relaxed_min8_peptide_cov50	Relaxed min-8 + ≥50% longer-peptide coverage	percent	60	net_impact	Network impact	Net_Impact	higher_better	30	0.0	0.003840027896897494	0.0	17	13	12	5	0.10628267363704257	0.08974358974358974
strict_positive_experimental	Strict positive experimental evidence	relaxed_min8_peptide_cov50	Relaxed min-8 + ≥50% longer-peptide coverage	percent	60	net_strength	Network strength	Net_Strength	higher_better	30	0.0	0.00384313967185393	0.0	17	13	12	5	0.10555555555555556	0.08974358974358974
strict_positive_experimental	Strict positive experimental evidence	relaxed_min8_peptide_cov50	Relaxed min-8 + ≥50% longer-peptide coverage	percent	60	net_wci	Network WCI	Net_WCI	higher_better	30	0.0	-0.0007909538504609387	0.0	14	14	9	7	0.09807692307692309	0.08974358974358974
strict_positive_experimental	Strict positive experimental evidence	relaxed_min8_peptide_cov50	Relaxed min-8 + ≥50% longer-peptide coverage	percent	60	tumor_dna_vaf	Tumor DNA VAF	Tumor DNA VAF	higher_better	30	0.0	-0.015607027661637022	0.0	-9	8	11	11	0.07677677677677677	0.08974358974358974
strict_positive_experimental	Strict positive experimental evidence	relaxed_min8_peptide_cov50	Relaxed min-8 + ≥50% longer-peptide coverage	topn	10	borda	Borda	Borda_Rank	lower_better	30	0.0	0.02	0.0	6	11	12	7	0.1	0.1
strict_positive_experimental	Strict positive experimental evidence	relaxed_min8_peptide_cov50	Relaxed min-8 + ≥50% longer-peptide coverage	topn	10	depmap_survivability	DepMap survivability	Depmap_survivability_score	lower_better	30	0.0	0.013333333333333334	0.0	4	9	14	7	0.1	0.1
strict_positive_experimental	Strict positive experimental evidence	relaxed_min8_peptide_cov50	Relaxed min-8 + ≥50% longer-peptide coverage	topn	10	net_betweenness	Network betweenness	Net_Betweenness	higher_better	30	0.0	-0.0033333333333333344	0.0	-1	6	16	8	0.1	0.1
strict_positive_experimental	Strict positive experimental evidence	relaxed_min8_peptide_cov50	Relaxed min-8 + ≥50% longer-peptide coverage	topn	10	net_degree	Network degree	Net_Degree	higher_better	30	0.0	0.030000000000000002	0.0	9	10	16	4	0.1	0.1
strict_positive_experimental	Strict positive experimental evidence	relaxed_min8_peptide_cov50	Relaxed min-8 + ≥50% longer-peptide coverage	topn	10	net_impact	Network impact	Net_Impact	higher_better	30	0.0	0.02666666666666667	0.0	8	11	13	6	0.1	0.1
strict_positive_experimental	Strict positive experimental evidence	relaxed_min8_peptide_cov50	Relaxed min-8 + ≥50% longer-peptide coverage	topn	10	net_strength	Network strength	Net_Strength	higher_better	30	0.0	0.03666666666666667	0.0	11	12	12	6	0.1	0.1
strict_positive_experimental	Strict positive experimental evidence	relaxed_min8_peptide_cov50	Relaxed min-8 + ≥50% longer-peptide coverage	topn	10	net_wci	Network WCI	Net_WCI	higher_better	30	0.0	0.013333333333333334	0.0	4	8	16	6	0.1	0.1
strict_positive_experimental	Strict positive experimental evidence	relaxed_min8_peptide_cov50	Relaxed min-8 + ≥50% longer-peptide coverage	topn	10	tumor_dna_vaf	Tumor DNA VAF	Tumor DNA VAF	higher_better	30	0.0	0.0	0.0	0	6	18	6	0.1	0.1
strict_positive_experimental	Strict positive experimental evidence	relaxed_min8_peptide_cov50	Relaxed min-8 + ≥50% longer-peptide coverage	topn	20	borda	Borda	Borda_Rank	lower_better	30	0.0	0.014999999999999998	0.0	9	11	12	7	0.1	0.1
strict_positive_experimental	Strict positive experimental evidence	relaxed_min8_peptide_cov50	Relaxed min-8 + ≥50% longer-peptide coverage	topn	20	depmap_survivability	DepMap survivability	Depmap_survivability_score	lower_better	30	0.0	0.0033333333333333322	0.0	2	9	13	8	0.09166666666666667	0.1
strict_positive_experimental	Strict positive experimental evidence	relaxed_min8_peptide_cov50	Relaxed min-8 + ≥50% longer-peptide coverage	topn	20	net_betweenness	Network betweenness	Net_Betweenness	higher_better	30	0.0	0.01833333333333333	0.0	11	13	10	7	0.1	0.1
strict_positive_experimental	Strict positive experimental evidence	relaxed_min8_peptide_cov50	Relaxed min-8 + ≥50% longer-peptide coverage	topn	20	net_degree	Network degree	Net_Degree	higher_better	30	0.0	0.011666666666666664	0.0	7	13	9	8	0.1	0.1
strict_positive_experimental	Strict positive experimental evidence	relaxed_min8_peptide_cov50	Relaxed min-8 + ≥50% longer-peptide coverage	topn	20	net_impact	Network impact	Net_Impact	higher_better	30	0.0	0.018333333333333326	0.0	11	13	11	6	0.1	0.1
strict_positive_experimental	Strict positive experimental evidence	relaxed_min8_peptide_cov50	Relaxed min-8 + ≥50% longer-peptide coverage	topn	20	net_strength	Network strength	Net_Strength	higher_better	30	0.0	0.01333333333333333	0.0	8	13	11	6	0.1	0.1
strict_positive_experimental	Strict positive experimental evidence	relaxed_min8_peptide_cov50	Relaxed min-8 + ≥50% longer-peptide coverage	topn	20	net_wci	Network WCI	Net_WCI	higher_better	30	0.0	0.011666666666666664	0.0	7	12	12	6	0.1	0.1
strict_positive_experimental	Strict positive experimental evidence	relaxed_min8_peptide_cov50	Relaxed min-8 + ≥50% longer-peptide coverage	topn	20	tumor_dna_vaf	Tumor DNA VAF	Tumor DNA VAF	higher_better	30	0.0	0.0	0.0	0	8	12	10	0.09166666666666667	0.1
strict_positive_experimental	Strict positive experimental evidence	relaxed_min8_peptide_cov50	Relaxed min-8 + ≥50% longer-peptide coverage	topn	30	borda	Borda	Borda_Rank	lower_better	30	0.0	0.007777777777777777	0.0	7	9	16	5	0.1	0.1
strict_positive_experimental	Strict positive experimental evidence	relaxed_min8_peptide_cov50	Relaxed min-8 + ≥50% longer-peptide coverage	topn	30	depmap_survivability	DepMap survivability	Depmap_survivability_score	lower_better	30	0.0	-1.8503717077085942e-18	0.0	0	9	14	7	0.07738095238095238	0.1
strict_positive_experimental	Strict positive experimental evidence	relaxed_min8_peptide_cov50	Relaxed min-8 + ≥50% longer-peptide coverage	topn	30	net_betweenness	Network betweenness	Net_Betweenness	higher_better	30	0.0	0.016666666666666666	0.0	15	7	19	4	0.1	0.1
strict_positive_experimental	Strict positive experimental evidence	relaxed_min8_peptide_cov50	Relaxed min-8 + ≥50% longer-peptide coverage	topn	30	net_degree	Network degree	Net_Degree	higher_better	30	0.0	0.0077777777777777776	0.0	7	9	14	7	0.1	0.1
strict_positive_experimental	Strict positive experimental evidence	relaxed_min8_peptide_cov50	Relaxed min-8 + ≥50% longer-peptide coverage	topn	30	net_impact	Network impact	Net_Impact	higher_better	30	0.0	0.009999999999999998	0.0	9	8	16	6	0.1	0.1
strict_positive_experimental	Strict positive experimental evidence	relaxed_min8_peptide_cov50	Relaxed min-8 + ≥50% longer-peptide coverage	topn	30	net_strength	Network strength	Net_Strength	higher_better	30	0.0	0.005555555555555554	0.0	5	7	18	5	0.1	0.1
strict_positive_experimental	Strict positive experimental evidence	relaxed_min8_peptide_cov50	Relaxed min-8 + ≥50% longer-peptide coverage	topn	30	net_wci	Network WCI	Net_WCI	higher_better	30	0.0	0.0011111111111111113	0.0	1	6	16	8	0.1	0.1
strict_positive_experimental	Strict positive experimental evidence	relaxed_min8_peptide_cov50	Relaxed min-8 + ≥50% longer-peptide coverage	topn	30	tumor_dna_vaf	Tumor DNA VAF	Tumor DNA VAF	higher_better	30	0.0	-0.011111111111111112	0.0	-10	5	16	9	0.06666666666666667	0.1
strict_positive_experimental	Strict positive experimental evidence	relaxed_min8_peptide_cov50	Relaxed min-8 + ≥50% longer-peptide coverage	topn	40	borda	Borda	Borda_Rank	lower_better	30	0.0	0.005833333333333334	0.0	7	7	18	5	0.08452380952380953	0.08697478991596638
strict_positive_experimental	Strict positive experimental evidence	relaxed_min8_peptide_cov50	Relaxed min-8 + ≥50% longer-peptide coverage	topn	40	depmap_survivability	DepMap survivability	Depmap_survivability_score	lower_better	30	0.0	2.312964634635743e-19	0.0	0	7	16	7	0.08452380952380953	0.08697478991596638
strict_positive_experimental	Strict positive experimental evidence	relaxed_min8_peptide_cov50	Relaxed min-8 + ≥50% longer-peptide coverage	topn	40	net_betweenness	Network betweenness	Net_Betweenness	higher_better	30	0.0	0.010000000000000002	0.0	12	7	18	5	0.08957219251336898	0.08697478991596638
strict_positive_experimental	Strict positive experimental evidence	relaxed_min8_peptide_cov50	Relaxed min-8 + ≥50% longer-peptide coverage	topn	40	net_degree	Network degree	Net_Degree	higher_better	30	0.0	0.010000000000000002	0.0	12	8	20	2	0.09545454545454546	0.08697478991596638
strict_positive_experimental	Strict positive experimental evidence	relaxed_min8_peptide_cov50	Relaxed min-8 + ≥50% longer-peptide coverage	topn	40	net_impact	Network impact	Net_Impact	higher_better	30	0.0	0.007500000000000001	0.0	9	7	19	4	0.09545454545454546	0.08697478991596638
strict_positive_experimental	Strict positive experimental evidence	relaxed_min8_peptide_cov50	Relaxed min-8 + ≥50% longer-peptide coverage	topn	40	net_strength	Network strength	Net_Strength	higher_better	30	0.0	0.008333333333333333	0.0	10	9	18	3	0.1	0.08697478991596638
strict_positive_experimental	Strict positive experimental evidence	relaxed_min8_peptide_cov50	Relaxed min-8 + ≥50% longer-peptide coverage	topn	40	net_wci	Network WCI	Net_WCI	higher_better	30	0.0	0.000833333333333333	0.0	1	4	20	6	0.08697478991596638	0.08697478991596638
strict_positive_experimental	Strict positive experimental evidence	relaxed_min8_peptide_cov50	Relaxed min-8 + ≥50% longer-peptide coverage	topn	40	tumor_dna_vaf	Tumor DNA VAF	Tumor DNA VAF	higher_better	30	0.0	-0.005833333333333333	0.0	-7	6	17	7	0.07916666666666666	0.08697478991596638
strict_positive_experimental	Strict positive experimental evidence	relaxed_min8_peptide_cov50	Relaxed min-8 + ≥50% longer-peptide coverage	topn	50	borda	Borda	Borda_Rank	lower_better	30	0.0	0.0059999999999999975	0.0	9	7	19	4	0.08452380952380953	0.08
strict_positive_experimental	Strict positive experimental evidence	relaxed_min8_peptide_cov50	Relaxed min-8 + ≥50% longer-peptide coverage	topn	50	depmap_survivability	DepMap survivability	Depmap_survivability_score	lower_better	30	0.0	0.004	0.0	6	7	18	5	0.08452380952380953	0.08
strict_positive_experimental	Strict positive experimental evidence	relaxed_min8_peptide_cov50	Relaxed min-8 + ≥50% longer-peptide coverage	topn	50	net_betweenness	Network betweenness	Net_Betweenness	higher_better	30	0.0	0.007999999999999998	0.0	12	6	20	4	0.08697478991596638	0.08
strict_positive_experimental	Strict positive experimental evidence	relaxed_min8_peptide_cov50	Relaxed min-8 + ≥50% longer-peptide coverage	topn	50	net_degree	Network degree	Net_Degree	higher_better	30	0.0	0.015333333333333332	0.0	23	9	19	2	0.1	0.08
strict_positive_experimental	Strict positive experimental evidence	relaxed_min8_peptide_cov50	Relaxed min-8 + ≥50% longer-peptide coverage	topn	50	net_impact	Network impact	Net_Impact	higher_better	30	0.0	0.011333333333333332	0.0	17	8	20	2	0.1	0.08
strict_positive_experimental	Strict positive experimental evidence	relaxed_min8_peptide_cov50	Relaxed min-8 + ≥50% longer-peptide coverage	topn	50	net_strength	Network strength	Net_Strength	higher_better	30	0.0	0.012666666666666666	0.0	19	8	20	2	0.1	0.08
strict_positive_experimental	Strict positive experimental evidence	relaxed_min8_peptide_cov50	Relaxed min-8 + ≥50% longer-peptide coverage	topn	50	net_wci	Network WCI	Net_WCI	higher_better	30	0.0	0.005999999999999999	0.0	9	6	20	4	0.08697478991596638	0.08
strict_positive_experimental	Strict positive experimental evidence	relaxed_min8_peptide_cov50	Relaxed min-8 + ≥50% longer-peptide coverage	topn	50	tumor_dna_vaf	Tumor DNA VAF	Tumor DNA VAF	higher_better	30	0.0	0.002666666666666666	0.0	4	6	19	5	0.08697478991596638	0.08
strict_positive_experimental	Strict positive experimental evidence	relaxed_min8_peptide_cov70	Relaxed min-8 + ≥70% longer-peptide coverage	percent	10	borda	Borda	Borda_Rank	lower_better	30	0.0	0.021611627106983146	0.0	3	3	26	1	0.0	0.0
strict_positive_experimental	Strict positive experimental evidence	relaxed_min8_peptide_cov70	Relaxed min-8 + ≥70% longer-peptide coverage	percent	10	depmap_survivability	DepMap survivability	Depmap_survivability_score	lower_better	30	0.0	0.03475977525513129	0.0	3	4	24	2	0.0	0.0
strict_positive_experimental	Strict positive experimental evidence	relaxed_min8_peptide_cov70	Relaxed min-8 + ≥70% longer-peptide coverage	percent	10	net_betweenness	Network betweenness	Net_Betweenness	higher_better	30	0.0	0.022722738218094254	0.0	4	5	23	2	0.0	0.0
strict_positive_experimental	Strict positive experimental evidence	relaxed_min8_peptide_cov70	Relaxed min-8 + ≥70% longer-peptide coverage	percent	10	net_degree	Network degree	Net_Degree	higher_better	30	0.0	0.046112093960391176	0.0	7	7	21	2	0.0	0.0
strict_positive_experimental	Strict positive experimental evidence	relaxed_min8_peptide_cov70	Relaxed min-8 + ≥70% longer-peptide coverage	percent	10	net_impact	Network impact	Net_Impact	higher_better	30	0.0	0.04135018919848642	0.0	6	6	22	2	0.0	0.0
strict_positive_experimental	Strict positive experimental evidence	relaxed_min8_peptide_cov70	Relaxed min-8 + ≥70% longer-peptide coverage	percent	10	net_strength	Network strength	Net_Strength	higher_better	30	0.0	0.03753755303290907	0.0	4	5	23	2	0.0	0.0
strict_positive_experimental	Strict positive experimental evidence	relaxed_min8_peptide_cov70	Relaxed min-8 + ≥70% longer-peptide coverage	percent	10	net_wci	Network WCI	Net_WCI	higher_better	30	0.0	0.03033867348108834	0.0	4	5	23	2	0.0	0.0
strict_positive_experimental	Strict positive experimental evidence	relaxed_min8_peptide_cov70	Relaxed min-8 + ≥70% longer-peptide coverage	percent	10	tumor_dna_vaf	Tumor DNA VAF	Tumor DNA VAF	higher_better	30	0.0	0.001253097221599039	0.0	1	2	26	2	0.0	0.0
strict_positive_experimental	Strict positive experimental evidence	relaxed_min8_peptide_cov70	Relaxed min-8 + ≥70% longer-peptide coverage	percent	20	borda	Borda	Borda_Rank	lower_better	30	0.0	0.02084152334152334	0.0	3	4	24	2	0.0	0.0
strict_positive_experimental	Strict positive experimental evidence	relaxed_min8_peptide_cov70	Relaxed min-8 + ≥70% longer-peptide coverage	percent	20	depmap_survivability	DepMap survivability	Depmap_survivability_score	lower_better	30	0.0	0.036731971731971735	0.0	10	8	21	1	0.0	0.0
strict_positive_experimental	Strict positive experimental evidence	relaxed_min8_peptide_cov70	Relaxed min-8 + ≥70% longer-peptide coverage	percent	20	net_betweenness	Network betweenness	Net_Betweenness	higher_better	30	0.0	0.02194211865264497	0.0	9	7	20	3	0.0	0.0
strict_positive_experimental	Strict positive experimental evidence	relaxed_min8_peptide_cov70	Relaxed min-8 + ≥70% longer-peptide coverage	percent	20	net_degree	Network degree	Net_Degree	higher_better	30	0.0	0.028658315368841683	0.0	8	8	20	2	0.0	0.0
strict_positive_experimental	Strict positive experimental evidence	relaxed_min8_peptide_cov70	Relaxed min-8 + ≥70% longer-peptide coverage	percent	20	net_impact	Network impact	Net_Impact	higher_better	30	0.0	0.028767515478041794	0.0	8	8	19	3	0.0	0.0
strict_positive_experimental	Strict positive experimental evidence	relaxed_min8_peptide_cov70	Relaxed min-8 + ≥70% longer-peptide coverage	percent	20	net_strength	Network strength	Net_Strength	higher_better	30	0.0	0.028767515478041794	0.0	8	8	19	3	0.0	0.0
strict_positive_experimental	Strict positive experimental evidence	relaxed_min8_peptide_cov70	Relaxed min-8 + ≥70% longer-peptide coverage	percent	20	net_wci	Network WCI	Net_WCI	higher_better	30	0.0	0.019946383622854214	0.0	8	8	19	3	0.0	0.0
strict_positive_experimental	Strict positive experimental evidence	relaxed_min8_peptide_cov70	Relaxed min-8 + ≥70% longer-peptide coverage	percent	20	tumor_dna_vaf	Tumor DNA VAF	Tumor DNA VAF	higher_better	30	0.0	0.022336232336232335	0.0	7	7	21	2	0.0	0.0
strict_positive_experimental	Strict positive experimental evidence	relaxed_min8_peptide_cov70	Relaxed min-8 + ≥70% longer-peptide coverage	percent	30	borda	Borda	Borda_Rank	lower_better	30	0.0	0.029104308390022673	0.0	10	6	24	0	0.0	0.0
strict_positive_experimental	Strict positive experimental evidence	relaxed_min8_peptide_cov70	Relaxed min-8 + ≥70% longer-peptide coverage	percent	30	depmap_survivability	DepMap survivability	Depmap_survivability_score	lower_better	30	0.0	0.030895349592828584	0.0	15	9	21	0	0.0	0.0
strict_positive_experimental	Strict positive experimental evidence	relaxed_min8_peptide_cov70	Relaxed min-8 + ≥70% longer-peptide coverage	percent	30	net_betweenness	Network betweenness	Net_Betweenness	higher_better	30	0.0	0.0128882856561428	0.0	9	6	21	3	0.0	0.0
strict_positive_experimental	Strict positive experimental evidence	relaxed_min8_peptide_cov70	Relaxed min-8 + ≥70% longer-peptide coverage	percent	30	net_degree	Network degree	Net_Degree	higher_better	30	0.0	0.027391086776590978	0.0	13	10	18	2	0.0	0.0
strict_positive_experimental	Strict positive experimental evidence	relaxed_min8_peptide_cov70	Relaxed min-8 + ≥70% longer-peptide coverage	percent	30	net_impact	Network impact	Net_Impact	higher_better	30	0.0	0.029045979502912274	0.0	12	10	17	3	0.0	0.0
strict_positive_experimental	Strict positive experimental evidence	relaxed_min8_peptide_cov70	Relaxed min-8 + ≥70% longer-peptide coverage	percent	30	net_strength	Network strength	Net_Strength	higher_better	30	0.0	0.02845074140767418	0.0	12	11	16	3	0.0	0.0
strict_positive_experimental	Strict positive experimental evidence	relaxed_min8_peptide_cov70	Relaxed min-8 + ≥70% longer-peptide coverage	percent	30	net_wci	Network WCI	Net_WCI	higher_better	30	0.0	0.021044112089280153	0.0	11	9	18	3	0.0	0.0
strict_positive_experimental	Strict positive experimental evidence	relaxed_min8_peptide_cov70	Relaxed min-8 + ≥70% longer-peptide coverage	percent	30	tumor_dna_vaf	Tumor DNA VAF	Tumor DNA VAF	higher_better	30	0.0	0.018339440182203147	0.0	10	10	17	3	0.0	0.0
