endpoint	endpoint_label	match_scope	match_scope_label	top_type	cutoff	ranking_method	ranking_label	ranking_column	ranking_direction	n_patients	median_delta_hit_rate_vs_ic50	mean_delta_hit_rate_vs_ic50	median_delta_hits_vs_ic50	sum_delta_hits_vs_ic50	patients_better_than_ic50	patients_same_as_ic50	patients_worse_than_ic50	median_method_hit_rate	median_ic50_hit_rate
strict_positive_experimental	Strict positive experimental evidence	relaxed_min8_peptide_cov70	Relaxed min-8 + ≥70% longer-peptide coverage	percent	40	borda	Borda	Borda_Rank	lower_better	30	0.0	0.023868594971704408	0.0	13	10	19	1	0.0	0.0
strict_positive_experimental	Strict positive experimental evidence	relaxed_min8_peptide_cov70	Relaxed min-8 + ≥70% longer-peptide coverage	percent	40	depmap_survivability	DepMap survivability	Depmap_survivability_score	lower_better	30	0.0	0.026057236108043325	0.0	16	12	17	1	0.0	0.0
strict_positive_experimental	Strict positive experimental evidence	relaxed_min8_peptide_cov70	Relaxed min-8 + ≥70% longer-peptide coverage	percent	40	net_betweenness	Network betweenness	Net_Betweenness	higher_better	30	0.0	0.012772967033641846	0.0	10	8	20	2	0.0	0.0
strict_positive_experimental	Strict positive experimental evidence	relaxed_min8_peptide_cov70	Relaxed min-8 + ≥70% longer-peptide coverage	percent	40	net_degree	Network degree	Net_Degree	higher_better	30	0.0	0.020649719709156134	0.0	12	10	18	2	0.0	0.0
strict_positive_experimental	Strict positive experimental evidence	relaxed_min8_peptide_cov70	Relaxed min-8 + ≥70% longer-peptide coverage	percent	40	net_impact	Network impact	Net_Impact	higher_better	30	0.0	0.027303224845633405	0.0	16	11	18	1	0.0	0.0
strict_positive_experimental	Strict positive experimental evidence	relaxed_min8_peptide_cov70	Relaxed min-8 + ≥70% longer-peptide coverage	percent	40	net_strength	Network strength	Net_Strength	higher_better	30	0.0	0.026915144457553015	0.0	16	10	19	1	0.0	0.0
strict_positive_experimental	Strict positive experimental evidence	relaxed_min8_peptide_cov70	Relaxed min-8 + ≥70% longer-peptide coverage	percent	40	net_wci	Network WCI	Net_WCI	higher_better	30	0.0	0.025421342963751526	0.0	14	10	18	2	0.0	0.0
strict_positive_experimental	Strict positive experimental evidence	relaxed_min8_peptide_cov70	Relaxed min-8 + ≥70% longer-peptide coverage	percent	40	tumor_dna_vaf	Tumor DNA VAF	Tumor DNA VAF	higher_better	30	0.0	0.016947593515428593	0.0	13	11	18	1	0.0	0.0
strict_positive_experimental	Strict positive experimental evidence	relaxed_min8_peptide_cov70	Relaxed min-8 + ≥70% longer-peptide coverage	percent	50	borda	Borda	Borda_Rank	lower_better	30	0.0	0.01982871426727454	0.0	13	10	19	1	0.0	0.0
strict_positive_experimental	Strict positive experimental evidence	relaxed_min8_peptide_cov70	Relaxed min-8 + ≥70% longer-peptide coverage	percent	50	depmap_survivability	DepMap survivability	Depmap_survivability_score	lower_better	30	0.0	0.01799434685364732	0.0	12	10	18	2	0.0	0.0
strict_positive_experimental	Strict positive experimental evidence	relaxed_min8_peptide_cov70	Relaxed min-8 + ≥70% longer-peptide coverage	percent	50	net_betweenness	Network betweenness	Net_Betweenness	higher_better	30	0.0	0.007645680440124861	0.0	5	8	18	4	0.0	0.0
strict_positive_experimental	Strict positive experimental evidence	relaxed_min8_peptide_cov70	Relaxed min-8 + ≥70% longer-peptide coverage	percent	50	net_degree	Network degree	Net_Degree	higher_better	30	0.0	0.01604440840110933	0.0	10	9	19	2	0.005813953488372093	0.0
strict_positive_experimental	Strict positive experimental evidence	relaxed_min8_peptide_cov70	Relaxed min-8 + ≥70% longer-peptide coverage	percent	50	net_impact	Network impact	Net_Impact	higher_better	30	0.0	0.022481372622044454	0.0	16	14	14	2	0.014288529759558534	0.0
strict_positive_experimental	Strict positive experimental evidence	relaxed_min8_peptide_cov70	Relaxed min-8 + ≥70% longer-peptide coverage	percent	50	net_strength	Network strength	Net_Strength	higher_better	30	0.0	0.021756734940885033	0.0	15	13	15	2	0.014288529759558534	0.0
strict_positive_experimental	Strict positive experimental evidence	relaxed_min8_peptide_cov70	Relaxed min-8 + ≥70% longer-peptide coverage	percent	50	net_wci	Network WCI	Net_WCI	higher_better	30	0.0	0.02172905779488	0.0	15	12	17	1	0.010278239202657807	0.0
strict_positive_experimental	Strict positive experimental evidence	relaxed_min8_peptide_cov70	Relaxed min-8 + ≥70% longer-peptide coverage	percent	50	tumor_dna_vaf	Tumor DNA VAF	Tumor DNA VAF	higher_better	30	0.0	0.010951420904978566	0.0	10	10	17	3	0.0	0.0
strict_positive_experimental	Strict positive experimental evidence	relaxed_min8_peptide_cov70	Relaxed min-8 + ≥70% longer-peptide coverage	percent	60	borda	Borda	Borda_Rank	lower_better	30	0.0	0.01033087482236694	0.0	11	10	19	1	0.0048543689320388345	0.0
strict_positive_experimental	Strict positive experimental evidence	relaxed_min8_peptide_cov70	Relaxed min-8 + ≥70% longer-peptide coverage	percent	60	depmap_survivability	DepMap survivability	Depmap_survivability_score	lower_better	30	0.0	0.008846810268126946	0.0	9	9	18	3	0.0	0.0
strict_positive_experimental	Strict positive experimental evidence	relaxed_min8_peptide_cov70	Relaxed min-8 + ≥70% longer-peptide coverage	percent	60	net_betweenness	Network betweenness	Net_Betweenness	higher_better	30	0.0	0.0013767957703646437	0.0	3	8	17	5	0.0	0.0
strict_positive_experimental	Strict positive experimental evidence	relaxed_min8_peptide_cov70	Relaxed min-8 + ≥70% longer-peptide coverage	percent	60	net_degree	Network degree	Net_Degree	higher_better	30	0.0	0.009928207154441057	0.0	11	11	16	3	0.01279087686854677	0.0
strict_positive_experimental	Strict positive experimental evidence	relaxed_min8_peptide_cov70	Relaxed min-8 + ≥70% longer-peptide coverage	percent	60	net_impact	Network impact	Net_Impact	higher_better	30	0.0	0.01234387945441919	0.0	14	12	17	1	0.01279087686854677	0.0
strict_positive_experimental	Strict positive experimental evidence	relaxed_min8_peptide_cov70	Relaxed min-8 + ≥70% longer-peptide coverage	percent	60	net_strength	Network strength	Net_Strength	higher_better	30	0.0	0.01202336663390637	0.0	13	12	17	1	0.01279087686854677	0.0
strict_positive_experimental	Strict positive experimental evidence	relaxed_min8_peptide_cov70	Relaxed min-8 + ≥70% longer-peptide coverage	percent	60	net_wci	Network WCI	Net_WCI	higher_better	30	0.0	0.012577767188306924	0.0	13	12	17	1	0.01279087686854677	0.0
strict_positive_experimental	Strict positive experimental evidence	relaxed_min8_peptide_cov70	Relaxed min-8 + ≥70% longer-peptide coverage	percent	60	tumor_dna_vaf	Tumor DNA VAF	Tumor DNA VAF	higher_better	30	0.0	0.004186453385630557	0.0	9	10	17	3	0.0048543689320388345	0.0
strict_positive_experimental	Strict positive experimental evidence	relaxed_min8_peptide_cov70	Relaxed min-8 + ≥70% longer-peptide coverage	topn	10	borda	Borda	Borda_Rank	lower_better	30	0.0	0.020000000000000004	0.0	6	4	26	0	0.0	0.0
strict_positive_experimental	Strict positive experimental evidence	relaxed_min8_peptide_cov70	Relaxed min-8 + ≥70% longer-peptide coverage	topn	10	depmap_survivability	DepMap survivability	Depmap_survivability_score	lower_better	30	0.0	0.013333333333333334	0.0	4	4	25	1	0.0	0.0
strict_positive_experimental	Strict positive experimental evidence	relaxed_min8_peptide_cov70	Relaxed min-8 + ≥70% longer-peptide coverage	topn	10	net_betweenness	Network betweenness	Net_Betweenness	higher_better	30	0.0	0.010000000000000002	0.0	3	3	26	1	0.0	0.0
strict_positive_experimental	Strict positive experimental evidence	relaxed_min8_peptide_cov70	Relaxed min-8 + ≥70% longer-peptide coverage	topn	10	net_degree	Network degree	Net_Degree	higher_better	30	0.0	0.020000000000000004	0.0	6	6	23	1	0.0	0.0
strict_positive_experimental	Strict positive experimental evidence	relaxed_min8_peptide_cov70	Relaxed min-8 + ≥70% longer-peptide coverage	topn	10	net_impact	Network impact	Net_Impact	higher_better	30	0.0	0.016666666666666666	0.0	5	5	24	1	0.0	0.0
strict_positive_experimental	Strict positive experimental evidence	relaxed_min8_peptide_cov70	Relaxed min-8 + ≥70% longer-peptide coverage	topn	10	net_strength	Network strength	Net_Strength	higher_better	30	0.0	0.016666666666666666	0.0	5	5	24	1	0.0	0.0
strict_positive_experimental	Strict positive experimental evidence	relaxed_min8_peptide_cov70	Relaxed min-8 + ≥70% longer-peptide coverage	topn	10	net_wci	Network WCI	Net_WCI	higher_better	30	0.0	0.016666666666666666	0.0	5	4	25	1	0.0	0.0
strict_positive_experimental	Strict positive experimental evidence	relaxed_min8_peptide_cov70	Relaxed min-8 + ≥70% longer-peptide coverage	topn	10	tumor_dna_vaf	Tumor DNA VAF	Tumor DNA VAF	higher_better	30	0.0	0.010000000000000002	0.0	3	3	26	1	0.0	0.0
strict_positive_experimental	Strict positive experimental evidence	relaxed_min8_peptide_cov70	Relaxed min-8 + ≥70% longer-peptide coverage	topn	20	borda	Borda	Borda_Rank	lower_better	30	0.0	0.011666666666666667	0.0	7	5	24	1	0.0	0.0
strict_positive_experimental	Strict positive experimental evidence	relaxed_min8_peptide_cov70	Relaxed min-8 + ≥70% longer-peptide coverage	topn	20	depmap_survivability	DepMap survivability	Depmap_survivability_score	lower_better	30	0.0	0.008333333333333333	0.0	5	5	23	2	0.0	0.0
strict_positive_experimental	Strict positive experimental evidence	relaxed_min8_peptide_cov70	Relaxed min-8 + ≥70% longer-peptide coverage	topn	20	net_betweenness	Network betweenness	Net_Betweenness	higher_better	30	0.0	0.011666666666666667	0.0	7	6	21	3	0.0	0.0
strict_positive_experimental	Strict positive experimental evidence	relaxed_min8_peptide_cov70	Relaxed min-8 + ≥70% longer-peptide coverage	topn	20	net_degree	Network degree	Net_Degree	higher_better	30	0.0	0.01	0.0	6	6	21	3	0.0	0.0
strict_positive_experimental	Strict positive experimental evidence	relaxed_min8_peptide_cov70	Relaxed min-8 + ≥70% longer-peptide coverage	topn	20	net_impact	Network impact	Net_Impact	higher_better	30	0.0	0.016666666666666666	0.0	10	9	18	3	0.0	0.0
strict_positive_experimental	Strict positive experimental evidence	relaxed_min8_peptide_cov70	Relaxed min-8 + ≥70% longer-peptide coverage	topn	20	net_strength	Network strength	Net_Strength	higher_better	30	0.0	0.016666666666666666	0.0	10	9	18	3	0.0	0.0
strict_positive_experimental	Strict positive experimental evidence	relaxed_min8_peptide_cov70	Relaxed min-8 + ≥70% longer-peptide coverage	topn	20	net_wci	Network WCI	Net_WCI	higher_better	30	0.0	0.013333333333333334	0.0	8	8	19	3	0.0	0.0
strict_positive_experimental	Strict positive experimental evidence	relaxed_min8_peptide_cov70	Relaxed min-8 + ≥70% longer-peptide coverage	topn	20	tumor_dna_vaf	Tumor DNA VAF	Tumor DNA VAF	higher_better	30	0.0	0.006666666666666667	0.0	4	7	19	4	0.0	0.0
strict_positive_experimental	Strict positive experimental evidence	relaxed_min8_peptide_cov70	Relaxed min-8 + ≥70% longer-peptide coverage	topn	30	borda	Borda	Borda_Rank	lower_better	30	0.0	0.0033333333333333335	0.0	3	4	24	2	0.0	0.0
strict_positive_experimental	Strict positive experimental evidence	relaxed_min8_peptide_cov70	Relaxed min-8 + ≥70% longer-peptide coverage	topn	30	depmap_survivability	DepMap survivability	Depmap_survivability_score	lower_better	30	0.0	0.004444444444444445	0.0	4	5	22	3	0.0	0.0
strict_positive_experimental	Strict positive experimental evidence	relaxed_min8_peptide_cov70	Relaxed min-8 + ≥70% longer-peptide coverage	topn	30	net_betweenness	Network betweenness	Net_Betweenness	higher_better	30	0.0	0.006666666666666667	0.0	6	6	21	3	0.0	0.0
strict_positive_experimental	Strict positive experimental evidence	relaxed_min8_peptide_cov70	Relaxed min-8 + ≥70% longer-peptide coverage	topn	30	net_degree	Network degree	Net_Degree	higher_better	30	0.0	0.0033333333333333335	0.0	3	5	21	4	0.0	0.0
strict_positive_experimental	Strict positive experimental evidence	relaxed_min8_peptide_cov70	Relaxed min-8 + ≥70% longer-peptide coverage	topn	30	net_impact	Network impact	Net_Impact	higher_better	30	0.0	0.0077777777777777776	0.0	7	7	20	3	0.0	0.0
strict_positive_experimental	Strict positive experimental evidence	relaxed_min8_peptide_cov70	Relaxed min-8 + ≥70% longer-peptide coverage	topn	30	net_strength	Network strength	Net_Strength	higher_better	30	0.0	0.006666666666666667	0.0	6	6	21	3	0.0	0.0
strict_positive_experimental	Strict positive experimental evidence	relaxed_min8_peptide_cov70	Relaxed min-8 + ≥70% longer-peptide coverage	topn	30	net_wci	Network WCI	Net_WCI	higher_better	30	0.0	0.0033333333333333335	0.0	3	5	21	4	0.0	0.0
strict_positive_experimental	Strict positive experimental evidence	relaxed_min8_peptide_cov70	Relaxed min-8 + ≥70% longer-peptide coverage	topn	30	tumor_dna_vaf	Tumor DNA VAF	Tumor DNA VAF	higher_better	30	0.0	0.0044444444444444444	0.0	4	8	18	4	0.0	0.0
strict_positive_experimental	Strict positive experimental evidence	relaxed_min8_peptide_cov70	Relaxed min-8 + ≥70% longer-peptide coverage	topn	40	borda	Borda	Borda_Rank	lower_better	30	0.0	0.000833333333333333	0.0	1	2	25	3	0.0	0.0
strict_positive_experimental	Strict positive experimental evidence	relaxed_min8_peptide_cov70	Relaxed min-8 + ≥70% longer-peptide coverage	topn	40	depmap_survivability	DepMap survivability	Depmap_survivability_score	lower_better	30	0.0	0.004166666666666667	0.0	5	5	23	2	0.0	0.0
strict_positive_experimental	Strict positive experimental evidence	relaxed_min8_peptide_cov70	Relaxed min-8 + ≥70% longer-peptide coverage	topn	40	net_betweenness	Network betweenness	Net_Betweenness	higher_better	30	0.0	0.004166666666666667	0.0	5	5	21	4	0.0	0.0
strict_positive_experimental	Strict positive experimental evidence	relaxed_min8_peptide_cov70	Relaxed min-8 + ≥70% longer-peptide coverage	topn	40	net_degree	Network degree	Net_Degree	higher_better	30	0.0	0.004166666666666667	0.0	5	5	23	2	0.0125	0.0
strict_positive_experimental	Strict positive experimental evidence	relaxed_min8_peptide_cov70	Relaxed min-8 + ≥70% longer-peptide coverage	topn	40	net_impact	Network impact	Net_Impact	higher_better	30	0.0	0.0025	0.0	3	4	22	4	0.0	0.0
strict_positive_experimental	Strict positive experimental evidence	relaxed_min8_peptide_cov70	Relaxed min-8 + ≥70% longer-peptide coverage	topn	40	net_strength	Network strength	Net_Strength	higher_better	30	0.0	0.0025	0.0	3	3	24	3	0.0	0.0
strict_positive_experimental	Strict positive experimental evidence	relaxed_min8_peptide_cov70	Relaxed min-8 + ≥70% longer-peptide coverage	topn	40	net_wci	Network WCI	Net_WCI	higher_better	30	0.0	0.0033333333333333335	0.0	4	4	23	3	0.0	0.0
strict_positive_experimental	Strict positive experimental evidence	relaxed_min8_peptide_cov70	Relaxed min-8 + ≥70% longer-peptide coverage	topn	40	tumor_dna_vaf	Tumor DNA VAF	Tumor DNA VAF	higher_better	30	0.0	0.0016666666666666666	0.0	2	6	20	4	0.0	0.0
strict_positive_experimental	Strict positive experimental evidence	relaxed_min8_peptide_cov70	Relaxed min-8 + ≥70% longer-peptide coverage	topn	50	borda	Borda	Borda_Rank	lower_better	30	0.0	0.0026666666666666666	0.0	4	2	28	0	0.0	0.0
strict_positive_experimental	Strict positive experimental evidence	relaxed_min8_peptide_cov70	Relaxed min-8 + ≥70% longer-peptide coverage	topn	50	depmap_survivability	DepMap survivability	Depmap_survivability_score	lower_better	30	0.0	0.005333333333333333	0.0	8	5	24	1	0.0	0.0
strict_positive_experimental	Strict positive experimental evidence	relaxed_min8_peptide_cov70	Relaxed min-8 + ≥70% longer-peptide coverage	topn	50	net_betweenness	Network betweenness	Net_Betweenness	higher_better	30	0.0	0.004666666666666667	0.0	7	5	22	3	0.0	0.0
strict_positive_experimental	Strict positive experimental evidence	relaxed_min8_peptide_cov70	Relaxed min-8 + ≥70% longer-peptide coverage	topn	50	net_degree	Network degree	Net_Degree	higher_better	30	0.0	0.006	0.0	9	7	21	2	0.02	0.0
strict_positive_experimental	Strict positive experimental evidence	relaxed_min8_peptide_cov70	Relaxed min-8 + ≥70% longer-peptide coverage	topn	50	net_impact	Network impact	Net_Impact	higher_better	30	0.0	0.004	0.0	6	6	21	3	0.01	0.0
strict_positive_experimental	Strict positive experimental evidence	relaxed_min8_peptide_cov70	Relaxed min-8 + ≥70% longer-peptide coverage	topn	50	net_strength	Network strength	Net_Strength	higher_better	30	0.0	0.004	0.0	6	6	21	3	0.01	0.0
strict_positive_experimental	Strict positive experimental evidence	relaxed_min8_peptide_cov70	Relaxed min-8 + ≥70% longer-peptide coverage	topn	50	net_wci	Network WCI	Net_WCI	higher_better	30	0.0	0.004	0.0	6	5	23	2	0.01	0.0
strict_positive_experimental	Strict positive experimental evidence	relaxed_min8_peptide_cov70	Relaxed min-8 + ≥70% longer-peptide coverage	topn	50	tumor_dna_vaf	Tumor DNA VAF	Tumor DNA VAF	higher_better	30	0.0	0.005333333333333332	0.0	8	7	20	3	0.01	0.0
strict_positive_experimental	Strict positive experimental evidence	relaxed_min8_peptide_cov80	Relaxed min-8 + ≥80% longer-peptide coverage	percent	10	borda	Borda	Borda_Rank	lower_better	30	0.0	0.0	0.0	0	0	30	0	0.0	0.0
strict_positive_experimental	Strict positive experimental evidence	relaxed_min8_peptide_cov80	Relaxed min-8 + ≥80% longer-peptide coverage	percent	10	depmap_survivability	DepMap survivability	Depmap_survivability_score	lower_better	30	0.0	0.01111111111111111	0.0	1	1	29	0	0.0	0.0
strict_positive_experimental	Strict positive experimental evidence	relaxed_min8_peptide_cov80	Relaxed min-8 + ≥80% longer-peptide coverage	percent	10	net_betweenness	Network betweenness	Net_Betweenness	higher_better	30	0.0	0.012962962962962963	0.0	2	2	28	0	0.0	0.0
strict_positive_experimental	Strict positive experimental evidence	relaxed_min8_peptide_cov80	Relaxed min-8 + ≥80% longer-peptide coverage	percent	10	net_degree	Network degree	Net_Degree	higher_better	30	0.0	0.01111111111111111	0.0	1	1	29	0	0.0	0.0
strict_positive_experimental	Strict positive experimental evidence	relaxed_min8_peptide_cov80	Relaxed min-8 + ≥80% longer-peptide coverage	percent	10	net_impact	Network impact	Net_Impact	higher_better	30	0.0	0.01111111111111111	0.0	1	1	29	0	0.0	0.0
strict_positive_experimental	Strict positive experimental evidence	relaxed_min8_peptide_cov80	Relaxed min-8 + ≥80% longer-peptide coverage	percent	10	net_strength	Network strength	Net_Strength	higher_better	30	0.0	0.01111111111111111	0.0	1	1	29	0	0.0	0.0
strict_positive_experimental	Strict positive experimental evidence	relaxed_min8_peptide_cov80	Relaxed min-8 + ≥80% longer-peptide coverage	percent	10	net_wci	Network WCI	Net_WCI	higher_better	30	0.0	0.01111111111111111	0.0	1	1	29	0	0.0	0.0
strict_positive_experimental	Strict positive experimental evidence	relaxed_min8_peptide_cov80	Relaxed min-8 + ≥80% longer-peptide coverage	percent	10	tumor_dna_vaf	Tumor DNA VAF	Tumor DNA VAF	higher_better	30	0.0	0.00196078431372549	0.0	1	1	29	0	0.0	0.0
strict_positive_experimental	Strict positive experimental evidence	relaxed_min8_peptide_cov80	Relaxed min-8 + ≥80% longer-peptide coverage	percent	20	borda	Borda	Borda_Rank	lower_better	30	0.0	0.005277777777777779	0.0	0	1	28	1	0.0	0.0
strict_positive_experimental	Strict positive experimental evidence	relaxed_min8_peptide_cov80	Relaxed min-8 + ≥80% longer-peptide coverage	percent	20	depmap_survivability	DepMap survivability	Depmap_survivability_score	lower_better	30	0.0	0.0166005291005291	0.0	3	3	26	1	0.0	0.0
strict_positive_experimental	Strict positive experimental evidence	relaxed_min8_peptide_cov80	Relaxed min-8 + ≥80% longer-peptide coverage	percent	20	net_betweenness	Network betweenness	Net_Betweenness	higher_better	30	0.0	0.00798454469507101	0.0	2	3	26	1	0.0	0.0
strict_positive_experimental	Strict positive experimental evidence	relaxed_min8_peptide_cov80	Relaxed min-8 + ≥80% longer-peptide coverage	percent	20	net_degree	Network degree	Net_Degree	higher_better	30	0.0	0.005277777777777779	0.0	0	1	28	1	0.0	0.0
strict_positive_experimental	Strict positive experimental evidence	relaxed_min8_peptide_cov80	Relaxed min-8 + ≥80% longer-peptide coverage	percent	20	net_impact	Network impact	Net_Impact	higher_better	30	0.0	0.005277777777777779	0.0	0	1	28	1	0.0	0.0
strict_positive_experimental	Strict positive experimental evidence	relaxed_min8_peptide_cov80	Relaxed min-8 + ≥80% longer-peptide coverage	percent	20	net_strength	Network strength	Net_Strength	higher_better	30	0.0	0.005277777777777779	0.0	0	1	28	1	0.0	0.0
strict_positive_experimental	Strict positive experimental evidence	relaxed_min8_peptide_cov80	Relaxed min-8 + ≥80% longer-peptide coverage	percent	20	net_wci	Network WCI	Net_WCI	higher_better	30	0.0	0.006018518518518519	0.0	1	2	27	1	0.0	0.0
strict_positive_experimental	Strict positive experimental evidence	relaxed_min8_peptide_cov80	Relaxed min-8 + ≥80% longer-peptide coverage	percent	20	tumor_dna_vaf	Tumor DNA VAF	Tumor DNA VAF	higher_better	30	0.0	0.007055074555074555	0.0	4	4	26	0	0.0	0.0
strict_positive_experimental	Strict positive experimental evidence	relaxed_min8_peptide_cov80	Relaxed min-8 + ≥80% longer-peptide coverage	percent	30	borda	Borda	Borda_Rank	lower_better	30	0.0	0.00857142857142857	0.0	1	2	27	1	0.0	0.0
strict_positive_experimental	Strict positive experimental evidence	relaxed_min8_peptide_cov80	Relaxed min-8 + ≥80% longer-peptide coverage	percent	30	depmap_survivability	DepMap survivability	Depmap_survivability_score	lower_better	30	0.0	0.010138380138380138	0.0	3	4	25	1	0.0	0.0
strict_positive_experimental	Strict positive experimental evidence	relaxed_min8_peptide_cov80	Relaxed min-8 + ≥80% longer-peptide coverage	percent	30	net_betweenness	Network betweenness	Net_Betweenness	higher_better	30	0.0	0.002334147334147334	0.0	0	3	25	2	0.0	0.0
strict_positive_experimental	Strict positive experimental evidence	relaxed_min8_peptide_cov80	Relaxed min-8 + ≥80% longer-peptide coverage	percent	30	net_degree	Network degree	Net_Degree	higher_better	30	0.0	0.005264550264550264	0.0	-1	1	27	2	0.0	0.0
strict_positive_experimental	Strict positive experimental evidence	relaxed_min8_peptide_cov80	Relaxed min-8 + ≥80% longer-peptide coverage	percent	30	net_impact	Network impact	Net_Impact	higher_better	30	0.0	0.006455026455026454	0.0	0	2	26	2	0.0	0.0
strict_positive_experimental	Strict positive experimental evidence	relaxed_min8_peptide_cov80	Relaxed min-8 + ≥80% longer-peptide coverage	percent	30	net_strength	Network strength	Net_Strength	higher_better	30	0.0	0.005264550264550264	0.0	-1	1	27	2	0.0	0.0
strict_positive_experimental	Strict positive experimental evidence	relaxed_min8_peptide_cov80	Relaxed min-8 + ≥80% longer-peptide coverage	percent	30	net_wci	Network WCI	Net_WCI	higher_better	30	0.0	0.008135698723934017	0.0	1	3	25	2	0.0	0.0
strict_positive_experimental	Strict positive experimental evidence	relaxed_min8_peptide_cov80	Relaxed min-8 + ≥80% longer-peptide coverage	percent	30	tumor_dna_vaf	Tumor DNA VAF	Tumor DNA VAF	higher_better	30	0.0	0.0024442680107704734	0.0	3	5	24	1	0.0	0.0
strict_positive_experimental	Strict positive experimental evidence	relaxed_min8_peptide_cov80	Relaxed min-8 + ≥80% longer-peptide coverage	percent	40	borda	Borda	Borda_Rank	lower_better	30	0.0	0.005281435281435281	0.0	-1	2	25	3	0.0	0.0
strict_positive_experimental	Strict positive experimental evidence	relaxed_min8_peptide_cov80	Relaxed min-8 + ≥80% longer-peptide coverage	percent	40	depmap_survivability	DepMap survivability	Depmap_survivability_score	lower_better	30	0.0	0.008268618721902717	0.0	3	4	24	2	0.0	0.0
strict_positive_experimental	Strict positive experimental evidence	relaxed_min8_peptide_cov80	Relaxed min-8 + ≥80% longer-peptide coverage	percent	40	net_betweenness	Network betweenness	Net_Betweenness	higher_better	30	0.0	0.0031296973903722036	0.0	0	4	23	3	0.0	0.0
strict_positive_experimental	Strict positive experimental evidence	relaxed_min8_peptide_cov80	Relaxed min-8 + ≥80% longer-peptide coverage	percent	40	net_degree	Network degree	Net_Degree	higher_better	30	0.0	0.0035975565538835406	0.0	-2	2	24	4	0.0	0.0
strict_positive_experimental	Strict positive experimental evidence	relaxed_min8_peptide_cov80	Relaxed min-8 + ≥80% longer-peptide coverage	percent	40	net_impact	Network impact	Net_Impact	higher_better	30	0.0	0.005473116324180153	0.0	-1	2	25	3	0.0	0.0
strict_positive_experimental	Strict positive experimental evidence	relaxed_min8_peptide_cov80	Relaxed min-8 + ≥80% longer-peptide coverage	percent	40	net_strength	Network strength	Net_Strength	higher_better	30	0.0	0.004572215423279252	0.0	-2	2	24	4	0.0	0.0
strict_positive_experimental	Strict positive experimental evidence	relaxed_min8_peptide_cov80	Relaxed min-8 + ≥80% longer-peptide coverage	percent	40	net_wci	Network WCI	Net_WCI	higher_better	30	0.0	0.006224637075700905	0.0	0	3	23	4	0.0	0.0
strict_positive_experimental	Strict positive experimental evidence	relaxed_min8_peptide_cov80	Relaxed min-8 + ≥80% longer-peptide coverage	percent	40	tumor_dna_vaf	Tumor DNA VAF	Tumor DNA VAF	higher_better	30	0.0	0.0018700744286215825	0.0	3	5	24	1	0.0	0.0
strict_positive_experimental	Strict positive experimental evidence	relaxed_min8_peptide_cov80	Relaxed min-8 + ≥80% longer-peptide coverage	percent	50	borda	Borda	Borda_Rank	lower_better	30	0.0	0.004721320346320347	0.0	0	1	27	2	0.0	0.0
strict_positive_experimental	Strict positive experimental evidence	relaxed_min8_peptide_cov80	Relaxed min-8 + ≥80% longer-peptide coverage	percent	50	depmap_survivability	DepMap survivability	Depmap_survivability_score	lower_better	30	0.0	0.005360773949543017	0.0	2	4	23	3	0.0	0.0
strict_positive_experimental	Strict positive experimental evidence	relaxed_min8_peptide_cov80	Relaxed min-8 + ≥80% longer-peptide coverage	percent	50	net_betweenness	Network betweenness	Net_Betweenness	higher_better	30	0.0	0.0007696730215741987	0.0	-2	3	23	4	0.0	0.0
strict_positive_experimental	Strict positive experimental evidence	relaxed_min8_peptide_cov80	Relaxed min-8 + ≥80% longer-peptide coverage	percent	50	net_degree	Network degree	Net_Degree	higher_better	30	0.0	0.0026257792567530103	0.0	-2	2	23	5	0.0	0.0
strict_positive_experimental	Strict positive experimental evidence	relaxed_min8_peptide_cov80	Relaxed min-8 + ≥80% longer-peptide coverage	percent	50	net_impact	Network impact	Net_Impact	higher_better	30	0.0	0.004454045819319089	0.0	-1	2	24	4	0.0	0.0
strict_positive_experimental	Strict positive experimental evidence	relaxed_min8_peptide_cov80	Relaxed min-8 + ≥80% longer-peptide coverage	percent	50	net_strength	Network strength	Net_Strength	higher_better	30	0.0	0.003729408138159669	0.0	-2	2	23	5	0.0	0.0
strict_positive_experimental	Strict positive experimental evidence	relaxed_min8_peptide_cov80	Relaxed min-8 + ≥80% longer-peptide coverage	percent	50	net_wci	Network WCI	Net_WCI	higher_better	30	0.0	0.0059009401308590705	0.0	2	2	27	1	0.0	0.0
strict_positive_experimental	Strict positive experimental evidence	relaxed_min8_peptide_cov80	Relaxed min-8 + ≥80% longer-peptide coverage	percent	50	tumor_dna_vaf	Tumor DNA VAF	Tumor DNA VAF	higher_better	30	0.0	-0.0003076412384142611	0.0	1	4	24	2	0.0	0.0
strict_positive_experimental	Strict positive experimental evidence	relaxed_min8_peptide_cov80	Relaxed min-8 + ≥80% longer-peptide coverage	percent	60	borda	Borda	Borda_Rank	lower_better	30	0.0	0.004788168456935445	0.0	2	4	24	2	0.0	0.0
strict_positive_experimental	Strict positive experimental evidence	relaxed_min8_peptide_cov80	Relaxed min-8 + ≥80% longer-peptide coverage	percent	60	depmap_survivability	DepMap survivability	Depmap_survivability_score	lower_better	30	0.0	0.0048029719491825456	0.0	2	4	24	2	0.0	0.0
