n_samples	median_spearman_rho_original_vs_ppi_topology_ablated_rank	q1_spearman_rho_original_vs_ppi_topology_ablated_rank	q3_spearman_rho_original_vs_ppi_topology_ablated_rank	median_top10_overlap_n	q1_top10_overlap_n	q3_top10_overlap_n	median_top10_overlap_fraction	median_abs_rank_shift	analysis_note
30	0.7908253847277049	0.7208287381292908	0.8598017985584199	7.0	6.0	8.0	0.7	5.0	GO/Hallmark/pathway annotations are not used in Borda ranking. PPI/topology ablation removes Net_Betweenness, Net_Degree, Net_Impact/LCI, and Net_Strength, while retaining MHC-IC50, DepMap, and WCI. WCI receives the total weight of the removed PPI/topology metrics.
