endpoint	endpoint_label	match_scope	match_scope_label	n_columns_used	columns_used	n_positive_candidates	positive_fraction
strict_positive_experimental	Strict positive experimental evidence	relaxed_min8_peptide	Relaxed min-8 peptide	9	relaxed_min8_peptide__CEDAR__presentation;relaxed_min8_peptide__CEDAR__strong_immunogenicity;relaxed_min8_peptide__IEDB__presentation;relaxed_min8_peptide__IEDB__strong_immunogenicity;relaxed_min8_peptide__TSNAdb_v2__strong_immunogenicity;relaxed_min8_peptide__presentation;relaxed_min8_peptide__strong_immunogenicity;relaxed_min8_peptide_gene__TSNAdb_v2__strong_immunogenicity;relaxed_min8_peptide_gene__strong_immunogenicity	545	0.2381993006993007
