endpoint	endpoint_label	match_scope	match_scope_label	top_type	cutoff	ranking_method	ranking_label	ranking_column	ranking_direction	n_patients	median_delta_hit_rate_vs_ic50	mean_delta_hit_rate_vs_ic50	median_delta_hits_vs_ic50	sum_delta_hits_vs_ic50	patients_better_than_ic50	patients_same_as_ic50	patients_worse_than_ic50	median_method_hit_rate	median_ic50_hit_rate
broad_supportive	Broad supportive evidence	exact_peptide_hla	Exact peptide + HLA	percent	50	depmap_survivability	DepMap survivability	Depmap_survivability_score	lower_better	30	0.0	0.0007003828852374308	0.0	-3	4	22	4	0.0	0.0
broad_supportive	Broad supportive evidence	exact_peptide_hla	Exact peptide + HLA	percent	50	net_betweenness	Network betweenness	Net_Betweenness	higher_better	30	0.0	0.002469485677162211	0.0	-4	4	19	7	0.0	0.0
broad_supportive	Broad supportive evidence	exact_peptide_hla	Exact peptide + HLA	percent	50	net_degree	Network degree	Net_Degree	higher_better	30	0.0	0.00447336196987466	0.0	1	6	19	5	0.0	0.0
broad_supportive	Broad supportive evidence	exact_peptide_hla	Exact peptide + HLA	percent	50	net_impact	Network impact	Net_Impact	higher_better	30	0.0	0.0031922329621428525	0.0	0	5	20	5	0.0	0.0
broad_supportive	Broad supportive evidence	exact_peptide_hla	Exact peptide + HLA	percent	50	net_strength	Network strength	Net_Strength	higher_better	30	0.0	0.0026272612107304232	0.0	-1	5	20	5	0.0	0.0
broad_supportive	Broad supportive evidence	exact_peptide_hla	Exact peptide + HLA	percent	50	net_wci	Network WCI	Net_WCI	higher_better	30	0.0	-0.0006870396898976738	0.0	-4	3	21	6	0.0	0.0
broad_supportive	Broad supportive evidence	exact_peptide_hla	Exact peptide + HLA	percent	50	tumor_dna_vaf	Tumor DNA VAF	Tumor DNA VAF	higher_better	30	0.0	0.0021127839563014014	0.0	-1	5	21	4	0.0	0.0
broad_supportive	Broad supportive evidence	exact_peptide_hla	Exact peptide + HLA	percent	60	borda	Borda	Borda_Rank	lower_better	30	0.0	0.0014008777321107442	0.0	-1	3	23	4	0.0	0.0
broad_supportive	Broad supportive evidence	exact_peptide_hla	Exact peptide + HLA	percent	60	depmap_survivability	DepMap survivability	Depmap_survivability_score	lower_better	30	0.0	-0.00014301406768420084	0.0	-4	3	22	5	0.003703703703703704	0.0
broad_supportive	Broad supportive evidence	exact_peptide_hla	Exact peptide + HLA	percent	60	net_betweenness	Network betweenness	Net_Betweenness	higher_better	30	0.0	5.4505046472370576e-05	0.0	-7	3	18	9	0.0	0.0
