sample_id	criterion	criterion_label	cutoff_type	cutoff	method	hit_rate
TCGA-BF-A5EO	min8	Min-8 containment	Top-N	10	Borda	0.5
TCGA-BF-A5EO	min8	Min-8 containment	Top-N	20	Borda	0.35
TCGA-BF-A5EO	min8	Min-8 containment	Top-N	50	Borda	0.32
TCGA-BF-A5EO	min8	Min-8 containment	Top-percentile	1	Borda	0.5
TCGA-BF-A5EO	min8	Min-8 containment	Top-percentile	5	Borda	0.6666666666666666
TCGA-BF-A5EO	min8	Min-8 containment	Top-percentile	10	Borda	0.4166666666666667
TCGA-BF-A5EO	min8	Min-8 containment	Top-percentile	20	Borda	0.3333333333333333
TCGA-BF-A5EO	min8	Min-8 containment	Top-N	10	IC50-only	0.5
TCGA-BF-A5EO	min8	Min-8 containment	Top-N	20	IC50-only	0.4
TCGA-BF-A5EO	min8	Min-8 containment	Top-N	50	IC50-only	0.34
TCGA-BF-A5EO	min8	Min-8 containment	Top-percentile	1	IC50-only	0.5
TCGA-BF-A5EO	min8	Min-8 containment	Top-percentile	5	IC50-only	0.6666666666666666
TCGA-BF-A5EO	min8	Min-8 containment	Top-percentile	10	IC50-only	0.5
TCGA-BF-A5EO	min8	Min-8 containment	Top-percentile	20	IC50-only	0.4166666666666667
TCGA-BF-A5EO	min8_cov50	Min-8 + >=50% coverage	Top-N	10	Borda	0.1
TCGA-BF-A5EO	min8_cov50	Min-8 + >=50% coverage	Top-N	20	Borda	0.05
TCGA-BF-A5EO	min8_cov50	Min-8 + >=50% coverage	Top-N	50	Borda	0.12
TCGA-BF-A5EO	min8_cov50	Min-8 + >=50% coverage	Top-percentile	1	Borda	0.0
TCGA-BF-A5EO	min8_cov50	Min-8 + >=50% coverage	Top-percentile	5	Borda	0.16666666666666666
TCGA-BF-A5EO	min8_cov50	Min-8 + >=50% coverage	Top-percentile	10	Borda	0.08333333333333333
TCGA-BF-A5EO	min8_cov50	Min-8 + >=50% coverage	Top-percentile	20	Borda	0.041666666666666664
TCGA-BF-A5EO	min8_cov50	Min-8 + >=50% coverage	Top-N	10	IC50-only	0.0
TCGA-BF-A5EO	min8_cov50	Min-8 + >=50% coverage	Top-N	20	IC50-only	0.05
TCGA-BF-A5EO	min8_cov50	Min-8 + >=50% coverage	Top-N	50	IC50-only	0.08
TCGA-BF-A5EO	min8_cov50	Min-8 + >=50% coverage	Top-percentile	1	IC50-only	0.0
TCGA-BF-A5EO	min8_cov50	Min-8 + >=50% coverage	Top-percentile	5	IC50-only	0.0
TCGA-BF-A5EO	min8_cov50	Min-8 + >=50% coverage	Top-percentile	10	IC50-only	0.0
TCGA-BF-A5EO	min8_cov50	Min-8 + >=50% coverage	Top-percentile	20	IC50-only	0.08333333333333333
TCGA-BF-A5EO	min8_cov70	Min-8 + >=70% coverage	Top-N	10	Borda	0.1
TCGA-BF-A5EO	min8_cov70	Min-8 + >=70% coverage	Top-N	20	Borda	0.05
TCGA-BF-A5EO	min8_cov70	Min-8 + >=70% coverage	Top-N	50	Borda	0.04
TCGA-BF-A5EO	min8_cov70	Min-8 + >=70% coverage	Top-percentile	1	Borda	0.0
TCGA-BF-A5EO	min8_cov70	Min-8 + >=70% coverage	Top-percentile	5	Borda	0.16666666666666666
TCGA-BF-A5EO	min8_cov70	Min-8 + >=70% coverage	Top-percentile	10	Borda	0.08333333333333333
TCGA-BF-A5EO	min8_cov70	Min-8 + >=70% coverage	Top-percentile	20	Borda	0.041666666666666664
TCGA-BF-A5EO	min8_cov70	Min-8 + >=70% coverage	Top-N	10	IC50-only	0.0
TCGA-BF-A5EO	min8_cov70	Min-8 + >=70% coverage	Top-N	20	IC50-only	0.05
TCGA-BF-A5EO	min8_cov70	Min-8 + >=70% coverage	Top-N	50	IC50-only	0.04
TCGA-BF-A5EO	min8_cov70	Min-8 + >=70% coverage	Top-percentile	1	IC50-only	0.0
TCGA-BF-A5EO	min8_cov70	Min-8 + >=70% coverage	Top-percentile	5	IC50-only	0.0
TCGA-BF-A5EO	min8_cov70	Min-8 + >=70% coverage	Top-percentile	10	IC50-only	0.0
TCGA-BF-A5EO	min8_cov70	Min-8 + >=70% coverage	Top-percentile	20	IC50-only	0.08333333333333333
TCGA-BF-A5EO	min8_cov80	Min-8 + >=80% coverage	Top-N	10	Borda	0.0
TCGA-BF-A5EO	min8_cov80	Min-8 + >=80% coverage	Top-N	20	Borda	0.0
TCGA-BF-A5EO	min8_cov80	Min-8 + >=80% coverage	Top-N	50	Borda	0.02
TCGA-BF-A5EO	min8_cov80	Min-8 + >=80% coverage	Top-percentile	1	Borda	0.0
TCGA-BF-A5EO	min8_cov80	Min-8 + >=80% coverage	Top-percentile	5	Borda	0.0
TCGA-BF-A5EO	min8_cov80	Min-8 + >=80% coverage	Top-percentile	10	Borda	0.0
TCGA-BF-A5EO	min8_cov80	Min-8 + >=80% coverage	Top-percentile	20	Borda	0.0
TCGA-BF-A5EO	min8_cov80	Min-8 + >=80% coverage	Top-N	10	IC50-only	0.0
TCGA-BF-A5EO	min8_cov80	Min-8 + >=80% coverage	Top-N	20	IC50-only	0.0
TCGA-BF-A5EO	min8_cov80	Min-8 + >=80% coverage	Top-N	50	IC50-only	0.02
TCGA-BF-A5EO	min8_cov80	Min-8 + >=80% coverage	Top-percentile	1	IC50-only	0.0
TCGA-BF-A5EO	min8_cov80	Min-8 + >=80% coverage	Top-percentile	5	IC50-only	0.0
TCGA-BF-A5EO	min8_cov80	Min-8 + >=80% coverage	Top-percentile	10	IC50-only	0.0
TCGA-BF-A5EO	min8_cov80	Min-8 + >=80% coverage	Top-percentile	20	IC50-only	0.041666666666666664
TCGA-BF-A5EP	min8	Min-8 containment	Top-N	10	Borda	0.2
TCGA-BF-A5EP	min8	Min-8 containment	Top-N	20	Borda	0.25
TCGA-BF-A5EP	min8	Min-8 containment	Top-N	50	Borda	0.26
TCGA-BF-A5EP	min8	Min-8 containment	Top-percentile	1	Borda	0.0
TCGA-BF-A5EP	min8	Min-8 containment	Top-percentile	5	Borda	0.0
TCGA-BF-A5EP	min8	Min-8 containment	Top-percentile	10	Borda	0.0
TCGA-BF-A5EP	min8	Min-8 containment	Top-percentile	20	Borda	0.15384615384615385
TCGA-BF-A5EP	min8	Min-8 containment	Top-N	10	IC50-only	0.1
TCGA-BF-A5EP	min8	Min-8 containment	Top-N	20	IC50-only	0.2
TCGA-BF-A5EP	min8	Min-8 containment	Top-N	50	IC50-only	0.26
TCGA-BF-A5EP	min8	Min-8 containment	Top-percentile	1	IC50-only	0.0
TCGA-BF-A5EP	min8	Min-8 containment	Top-percentile	5	IC50-only	0.25
TCGA-BF-A5EP	min8	Min-8 containment	Top-percentile	10	IC50-only	0.14285714285714285
TCGA-BF-A5EP	min8	Min-8 containment	Top-percentile	20	IC50-only	0.15384615384615385
TCGA-BF-A5EP	min8_cov50	Min-8 + >=50% coverage	Top-N	10	Borda	0.0
TCGA-BF-A5EP	min8_cov50	Min-8 + >=50% coverage	Top-N	20	Borda	0.0
TCGA-BF-A5EP	min8_cov50	Min-8 + >=50% coverage	Top-N	50	Borda	0.0
TCGA-BF-A5EP	min8_cov50	Min-8 + >=50% coverage	Top-percentile	1	Borda	0.0
TCGA-BF-A5EP	min8_cov50	Min-8 + >=50% coverage	Top-percentile	5	Borda	0.0
TCGA-BF-A5EP	min8_cov50	Min-8 + >=50% coverage	Top-percentile	10	Borda	0.0
TCGA-BF-A5EP	min8_cov50	Min-8 + >=50% coverage	Top-percentile	20	Borda	0.0
TCGA-BF-A5EP	min8_cov50	Min-8 + >=50% coverage	Top-N	10	IC50-only	0.0
TCGA-BF-A5EP	min8_cov50	Min-8 + >=50% coverage	Top-N	20	IC50-only	0.0
TCGA-BF-A5EP	min8_cov50	Min-8 + >=50% coverage	Top-N	50	IC50-only	0.0
TCGA-BF-A5EP	min8_cov50	Min-8 + >=50% coverage	Top-percentile	1	IC50-only	0.0
TCGA-BF-A5EP	min8_cov50	Min-8 + >=50% coverage	Top-percentile	5	IC50-only	0.0
TCGA-BF-A5EP	min8_cov50	Min-8 + >=50% coverage	Top-percentile	10	IC50-only	0.0
TCGA-BF-A5EP	min8_cov50	Min-8 + >=50% coverage	Top-percentile	20	IC50-only	0.0
TCGA-BF-A5EP	min8_cov70	Min-8 + >=70% coverage	Top-N	10	Borda	0.0
TCGA-BF-A5EP	min8_cov70	Min-8 + >=70% coverage	Top-N	20	Borda	0.0
TCGA-BF-A5EP	min8_cov70	Min-8 + >=70% coverage	Top-N	50	Borda	0.0
TCGA-BF-A5EP	min8_cov70	Min-8 + >=70% coverage	Top-percentile	1	Borda	0.0
TCGA-BF-A5EP	min8_cov70	Min-8 + >=70% coverage	Top-percentile	5	Borda	0.0
TCGA-BF-A5EP	min8_cov70	Min-8 + >=70% coverage	Top-percentile	10	Borda	0.0
TCGA-BF-A5EP	min8_cov70	Min-8 + >=70% coverage	Top-percentile	20	Borda	0.0
TCGA-BF-A5EP	min8_cov70	Min-8 + >=70% coverage	Top-N	10	IC50-only	0.0
TCGA-BF-A5EP	min8_cov70	Min-8 + >=70% coverage	Top-N	20	IC50-only	0.0
TCGA-BF-A5EP	min8_cov70	Min-8 + >=70% coverage	Top-N	50	IC50-only	0.0
TCGA-BF-A5EP	min8_cov70	Min-8 + >=70% coverage	Top-percentile	1	IC50-only	0.0
TCGA-BF-A5EP	min8_cov70	Min-8 + >=70% coverage	Top-percentile	5	IC50-only	0.0
TCGA-BF-A5EP	min8_cov70	Min-8 + >=70% coverage	Top-percentile	10	IC50-only	0.0
TCGA-BF-A5EP	min8_cov70	Min-8 + >=70% coverage	Top-percentile	20	IC50-only	0.0
TCGA-BF-A5EP	min8_cov80	Min-8 + >=80% coverage	Top-N	10	Borda	0.0
TCGA-BF-A5EP	min8_cov80	Min-8 + >=80% coverage	Top-N	20	Borda	0.0
TCGA-BF-A5EP	min8_cov80	Min-8 + >=80% coverage	Top-N	50	Borda	0.0
TCGA-BF-A5EP	min8_cov80	Min-8 + >=80% coverage	Top-percentile	1	Borda	0.0
TCGA-BF-A5EP	min8_cov80	Min-8 + >=80% coverage	Top-percentile	5	Borda	0.0
TCGA-BF-A5EP	min8_cov80	Min-8 + >=80% coverage	Top-percentile	10	Borda	0.0
TCGA-BF-A5EP	min8_cov80	Min-8 + >=80% coverage	Top-percentile	20	Borda	0.0
TCGA-BF-A5EP	min8_cov80	Min-8 + >=80% coverage	Top-N	10	IC50-only	0.0
TCGA-BF-A5EP	min8_cov80	Min-8 + >=80% coverage	Top-N	20	IC50-only	0.0
TCGA-BF-A5EP	min8_cov80	Min-8 + >=80% coverage	Top-N	50	IC50-only	0.0
TCGA-BF-A5EP	min8_cov80	Min-8 + >=80% coverage	Top-percentile	1	IC50-only	0.0
TCGA-BF-A5EP	min8_cov80	Min-8 + >=80% coverage	Top-percentile	5	IC50-only	0.0
TCGA-BF-A5EP	min8_cov80	Min-8 + >=80% coverage	Top-percentile	10	IC50-only	0.0
TCGA-BF-A5EP	min8_cov80	Min-8 + >=80% coverage	Top-percentile	20	IC50-only	0.0
TCGA-BF-A5EQ	min8	Min-8 containment	Top-N	10	Borda	0.4
TCGA-BF-A5EQ	min8	Min-8 containment	Top-N	20	Borda	0.3
TCGA-BF-A5EQ	min8	Min-8 containment	Top-N	50	Borda	0.32
TCGA-BF-A5EQ	min8	Min-8 containment	Top-percentile	1	Borda	0.5
TCGA-BF-A5EQ	min8	Min-8 containment	Top-percentile	5	Borda	0.4444444444444444
TCGA-BF-A5EQ	min8	Min-8 containment	Top-percentile	10	Borda	0.2777777777777778
TCGA-BF-A5EQ	min8	Min-8 containment	Top-percentile	20	Borda	0.34285714285714286
TCGA-BF-A5EQ	min8	Min-8 containment	Top-N	10	IC50-only	0.3
TCGA-BF-A5EQ	min8	Min-8 containment	Top-N	20	IC50-only	0.35
TCGA-BF-A5EQ	min8	Min-8 containment	Top-N	50	IC50-only	0.3
TCGA-BF-A5EQ	min8	Min-8 containment	Top-percentile	1	IC50-only	0.5
TCGA-BF-A5EQ	min8	Min-8 containment	Top-percentile	5	IC50-only	0.3333333333333333
TCGA-BF-A5EQ	min8	Min-8 containment	Top-percentile	10	IC50-only	0.2777777777777778
TCGA-BF-A5EQ	min8	Min-8 containment	Top-percentile	20	IC50-only	0.37142857142857144
TCGA-BF-A5EQ	min8_cov50	Min-8 + >=50% coverage	Top-N	10	Borda	0.2
TCGA-BF-A5EQ	min8_cov50	Min-8 + >=50% coverage	Top-N	20	Borda	0.15
TCGA-BF-A5EQ	min8_cov50	Min-8 + >=50% coverage	Top-N	50	Borda	0.16
TCGA-BF-A5EQ	min8_cov50	Min-8 + >=50% coverage	Top-percentile	1	Borda	0.5
TCGA-BF-A5EQ	min8_cov50	Min-8 + >=50% coverage	Top-percentile	5	Borda	0.2222222222222222
TCGA-BF-A5EQ	min8_cov50	Min-8 + >=50% coverage	Top-percentile	10	Borda	0.16666666666666666
TCGA-BF-A5EQ	min8_cov50	Min-8 + >=50% coverage	Top-percentile	20	Borda	0.2
TCGA-BF-A5EQ	min8_cov50	Min-8 + >=50% coverage	Top-N	10	IC50-only	0.1
TCGA-BF-A5EQ	min8_cov50	Min-8 + >=50% coverage	Top-N	20	IC50-only	0.2
TCGA-BF-A5EQ	min8_cov50	Min-8 + >=50% coverage	Top-N	50	IC50-only	0.14
TCGA-BF-A5EQ	min8_cov50	Min-8 + >=50% coverage	Top-percentile	1	IC50-only	0.0
TCGA-BF-A5EQ	min8_cov50	Min-8 + >=50% coverage	Top-percentile	5	IC50-only	0.1111111111111111
TCGA-BF-A5EQ	min8_cov50	Min-8 + >=50% coverage	Top-percentile	10	IC50-only	0.1111111111111111
TCGA-BF-A5EQ	min8_cov50	Min-8 + >=50% coverage	Top-percentile	20	IC50-only	0.17142857142857143
TCGA-BF-A5EQ	min8_cov70	Min-8 + >=70% coverage	Top-N	10	Borda	0.1
TCGA-BF-A5EQ	min8_cov70	Min-8 + >=70% coverage	Top-N	20	Borda	0.05
TCGA-BF-A5EQ	min8_cov70	Min-8 + >=70% coverage	Top-N	50	Borda	0.02
TCGA-BF-A5EQ	min8_cov70	Min-8 + >=70% coverage	Top-percentile	1	Borda	0.0
TCGA-BF-A5EQ	min8_cov70	Min-8 + >=70% coverage	Top-percentile	5	Borda	0.1111111111111111
TCGA-BF-A5EQ	min8_cov70	Min-8 + >=70% coverage	Top-percentile	10	Borda	0.05555555555555555
TCGA-BF-A5EQ	min8_cov70	Min-8 + >=70% coverage	Top-percentile	20	Borda	0.02857142857142857
TCGA-BF-A5EQ	min8_cov70	Min-8 + >=70% coverage	Top-N	10	IC50-only	0.1
TCGA-BF-A5EQ	min8_cov70	Min-8 + >=70% coverage	Top-N	20	IC50-only	0.05
TCGA-BF-A5EQ	min8_cov70	Min-8 + >=70% coverage	Top-N	50	IC50-only	0.02
TCGA-BF-A5EQ	min8_cov70	Min-8 + >=70% coverage	Top-percentile	1	IC50-only	0.0
TCGA-BF-A5EQ	min8_cov70	Min-8 + >=70% coverage	Top-percentile	5	IC50-only	0.1111111111111111
TCGA-BF-A5EQ	min8_cov70	Min-8 + >=70% coverage	Top-percentile	10	IC50-only	0.05555555555555555
TCGA-BF-A5EQ	min8_cov70	Min-8 + >=70% coverage	Top-percentile	20	IC50-only	0.02857142857142857
TCGA-BF-A5EQ	min8_cov80	Min-8 + >=80% coverage	Top-N	10	Borda	0.0
TCGA-BF-A5EQ	min8_cov80	Min-8 + >=80% coverage	Top-N	20	Borda	0.0
TCGA-BF-A5EQ	min8_cov80	Min-8 + >=80% coverage	Top-N	50	Borda	0.0
TCGA-BF-A5EQ	min8_cov80	Min-8 + >=80% coverage	Top-percentile	1	Borda	0.0
TCGA-BF-A5EQ	min8_cov80	Min-8 + >=80% coverage	Top-percentile	5	Borda	0.0
TCGA-BF-A5EQ	min8_cov80	Min-8 + >=80% coverage	Top-percentile	10	Borda	0.0
TCGA-BF-A5EQ	min8_cov80	Min-8 + >=80% coverage	Top-percentile	20	Borda	0.0
TCGA-BF-A5EQ	min8_cov80	Min-8 + >=80% coverage	Top-N	10	IC50-only	0.0
TCGA-BF-A5EQ	min8_cov80	Min-8 + >=80% coverage	Top-N	20	IC50-only	0.0
TCGA-BF-A5EQ	min8_cov80	Min-8 + >=80% coverage	Top-N	50	IC50-only	0.0
TCGA-BF-A5EQ	min8_cov80	Min-8 + >=80% coverage	Top-percentile	1	IC50-only	0.0
TCGA-BF-A5EQ	min8_cov80	Min-8 + >=80% coverage	Top-percentile	5	IC50-only	0.0
TCGA-BF-A5EQ	min8_cov80	Min-8 + >=80% coverage	Top-percentile	10	IC50-only	0.0
TCGA-BF-A5EQ	min8_cov80	Min-8 + >=80% coverage	Top-percentile	20	IC50-only	0.0
TCGA-BF-A5ER	min8	Min-8 containment	Top-N	10	Borda	0.1
TCGA-BF-A5ER	min8	Min-8 containment	Top-N	20	Borda	0.15
TCGA-BF-A5ER	min8	Min-8 containment	Top-N	50	Borda	0.23529411764705882
TCGA-BF-A5ER	min8	Min-8 containment	Top-percentile	1	Borda	0.0
TCGA-BF-A5ER	min8	Min-8 containment	Top-percentile	5	Borda	0.0
TCGA-BF-A5ER	min8	Min-8 containment	Top-percentile	10	Borda	0.0
TCGA-BF-A5ER	min8	Min-8 containment	Top-percentile	20	Borda	0.14285714285714285
TCGA-BF-A5ER	min8	Min-8 containment	Top-N	10	IC50-only	0.3
TCGA-BF-A5ER	min8	Min-8 containment	Top-N	20	IC50-only	0.3
TCGA-BF-A5ER	min8	Min-8 containment	Top-N	50	IC50-only	0.23529411764705882
TCGA-BF-A5ER	min8	Min-8 containment	Top-percentile	1	IC50-only	1.0
TCGA-BF-A5ER	min8	Min-8 containment	Top-percentile	5	IC50-only	0.5
TCGA-BF-A5ER	min8	Min-8 containment	Top-percentile	10	IC50-only	0.25
TCGA-BF-A5ER	min8	Min-8 containment	Top-percentile	20	IC50-only	0.2857142857142857
TCGA-BF-A5ER	min8_cov50	Min-8 + >=50% coverage	Top-N	10	Borda	0.1
TCGA-BF-A5ER	min8_cov50	Min-8 + >=50% coverage	Top-N	20	Borda	0.1
TCGA-BF-A5ER	min8_cov50	Min-8 + >=50% coverage	Top-N	50	Borda	0.08823529411764706
TCGA-BF-A5ER	min8_cov50	Min-8 + >=50% coverage	Top-percentile	1	Borda	0.0
TCGA-BF-A5ER	min8_cov50	Min-8 + >=50% coverage	Top-percentile	5	Borda	0.0
TCGA-BF-A5ER	min8_cov50	Min-8 + >=50% coverage	Top-percentile	10	Borda	0.0
TCGA-BF-A5ER	min8_cov50	Min-8 + >=50% coverage	Top-percentile	20	Borda	0.14285714285714285
TCGA-BF-A5ER	min8_cov50	Min-8 + >=50% coverage	Top-N	10	IC50-only	0.2
TCGA-BF-A5ER	min8_cov50	Min-8 + >=50% coverage	Top-N	20	IC50-only	0.15
TCGA-BF-A5ER	min8_cov50	Min-8 + >=50% coverage	Top-N	50	IC50-only	0.08823529411764706
TCGA-BF-A5ER	min8_cov50	Min-8 + >=50% coverage	Top-percentile	1	IC50-only	1.0
TCGA-BF-A5ER	min8_cov50	Min-8 + >=50% coverage	Top-percentile	5	IC50-only	0.5
TCGA-BF-A5ER	min8_cov50	Min-8 + >=50% coverage	Top-percentile	10	IC50-only	0.25
TCGA-BF-A5ER	min8_cov50	Min-8 + >=50% coverage	Top-percentile	20	IC50-only	0.2857142857142857
TCGA-BF-A5ER	min8_cov70	Min-8 + >=70% coverage	Top-N	10	Borda	0.0
TCGA-BF-A5ER	min8_cov70	Min-8 + >=70% coverage	Top-N	20	Borda	0.0
TCGA-BF-A5ER	min8_cov70	Min-8 + >=70% coverage	Top-N	50	Borda	0.0
TCGA-BF-A5ER	min8_cov70	Min-8 + >=70% coverage	Top-percentile	1	Borda	0.0
TCGA-BF-A5ER	min8_cov70	Min-8 + >=70% coverage	Top-percentile	5	Borda	0.0
TCGA-BF-A5ER	min8_cov70	Min-8 + >=70% coverage	Top-percentile	10	Borda	0.0
TCGA-BF-A5ER	min8_cov70	Min-8 + >=70% coverage	Top-percentile	20	Borda	0.0
TCGA-BF-A5ER	min8_cov70	Min-8 + >=70% coverage	Top-N	10	IC50-only	0.0
TCGA-BF-A5ER	min8_cov70	Min-8 + >=70% coverage	Top-N	20	IC50-only	0.0
TCGA-BF-A5ER	min8_cov70	Min-8 + >=70% coverage	Top-N	50	IC50-only	0.0
TCGA-BF-A5ER	min8_cov70	Min-8 + >=70% coverage	Top-percentile	1	IC50-only	0.0
TCGA-BF-A5ER	min8_cov70	Min-8 + >=70% coverage	Top-percentile	5	IC50-only	0.0
TCGA-BF-A5ER	min8_cov70	Min-8 + >=70% coverage	Top-percentile	10	IC50-only	0.0
TCGA-BF-A5ER	min8_cov70	Min-8 + >=70% coverage	Top-percentile	20	IC50-only	0.0
TCGA-BF-A5ER	min8_cov80	Min-8 + >=80% coverage	Top-N	10	Borda	0.0
TCGA-BF-A5ER	min8_cov80	Min-8 + >=80% coverage	Top-N	20	Borda	0.0
TCGA-BF-A5ER	min8_cov80	Min-8 + >=80% coverage	Top-N	50	Borda	0.0
TCGA-BF-A5ER	min8_cov80	Min-8 + >=80% coverage	Top-percentile	1	Borda	0.0
TCGA-BF-A5ER	min8_cov80	Min-8 + >=80% coverage	Top-percentile	5	Borda	0.0
TCGA-BF-A5ER	min8_cov80	Min-8 + >=80% coverage	Top-percentile	10	Borda	0.0
TCGA-BF-A5ER	min8_cov80	Min-8 + >=80% coverage	Top-percentile	20	Borda	0.0
TCGA-BF-A5ER	min8_cov80	Min-8 + >=80% coverage	Top-N	10	IC50-only	0.0
TCGA-BF-A5ER	min8_cov80	Min-8 + >=80% coverage	Top-N	20	IC50-only	0.0
TCGA-BF-A5ER	min8_cov80	Min-8 + >=80% coverage	Top-N	50	IC50-only	0.0
TCGA-BF-A5ER	min8_cov80	Min-8 + >=80% coverage	Top-percentile	1	IC50-only	0.0
TCGA-BF-A5ER	min8_cov80	Min-8 + >=80% coverage	Top-percentile	5	IC50-only	0.0
TCGA-BF-A5ER	min8_cov80	Min-8 + >=80% coverage	Top-percentile	10	IC50-only	0.0
TCGA-BF-A5ER	min8_cov80	Min-8 + >=80% coverage	Top-percentile	20	IC50-only	0.0
TCGA-BF-A5ES	min8	Min-8 containment	Top-N	10	Borda	0.2
TCGA-BF-A5ES	min8	Min-8 containment	Top-N	20	Borda	0.15
TCGA-BF-A5ES	min8	Min-8 containment	Top-N	50	Borda	0.3
TCGA-BF-A5ES	min8	Min-8 containment	Top-percentile	1	Borda	0.5
TCGA-BF-A5ES	min8	Min-8 containment	Top-percentile	5	Borda	0.16666666666666666
TCGA-BF-A5ES	min8	Min-8 containment	Top-percentile	10	Borda	0.16666666666666666
TCGA-BF-A5ES	min8	Min-8 containment	Top-percentile	20	Borda	0.20833333333333334
TCGA-BF-A5ES	min8	Min-8 containment	Top-N	10	IC50-only	0.2
TCGA-BF-A5ES	min8	Min-8 containment	Top-N	20	IC50-only	0.25
TCGA-BF-A5ES	min8	Min-8 containment	Top-N	50	IC50-only	0.22
TCGA-BF-A5ES	min8	Min-8 containment	Top-percentile	1	IC50-only	0.5
TCGA-BF-A5ES	min8	Min-8 containment	Top-percentile	5	IC50-only	0.3333333333333333
TCGA-BF-A5ES	min8	Min-8 containment	Top-percentile	10	IC50-only	0.16666666666666666
TCGA-BF-A5ES	min8	Min-8 containment	Top-percentile	20	IC50-only	0.20833333333333334
TCGA-BF-A5ES	min8_cov50	Min-8 + >=50% coverage	Top-N	10	Borda	0.2
TCGA-BF-A5ES	min8_cov50	Min-8 + >=50% coverage	Top-N	20	Borda	0.15
TCGA-BF-A5ES	min8_cov50	Min-8 + >=50% coverage	Top-N	50	Borda	0.12
TCGA-BF-A5ES	min8_cov50	Min-8 + >=50% coverage	Top-percentile	1	Borda	0.5
TCGA-BF-A5ES	min8_cov50	Min-8 + >=50% coverage	Top-percentile	5	Borda	0.16666666666666666
TCGA-BF-A5ES	min8_cov50	Min-8 + >=50% coverage	Top-percentile	10	Borda	0.16666666666666666
TCGA-BF-A5ES	min8_cov50	Min-8 + >=50% coverage	Top-percentile	20	Borda	0.16666666666666666
TCGA-BF-A5ES	min8_cov50	Min-8 + >=50% coverage	Top-N	10	IC50-only	0.1
TCGA-BF-A5ES	min8_cov50	Min-8 + >=50% coverage	Top-N	20	IC50-only	0.1
TCGA-BF-A5ES	min8_cov50	Min-8 + >=50% coverage	Top-N	50	IC50-only	0.08
TCGA-BF-A5ES	min8_cov50	Min-8 + >=50% coverage	Top-percentile	1	IC50-only	0.0
TCGA-BF-A5ES	min8_cov50	Min-8 + >=50% coverage	Top-percentile	5	IC50-only	0.16666666666666666
TCGA-BF-A5ES	min8_cov50	Min-8 + >=50% coverage	Top-percentile	10	IC50-only	0.08333333333333333
TCGA-BF-A5ES	min8_cov50	Min-8 + >=50% coverage	Top-percentile	20	IC50-only	0.08333333333333333
TCGA-BF-A5ES	min8_cov70	Min-8 + >=70% coverage	Top-N	10	Borda	0.0
TCGA-BF-A5ES	min8_cov70	Min-8 + >=70% coverage	Top-N	20	Borda	0.0
TCGA-BF-A5ES	min8_cov70	Min-8 + >=70% coverage	Top-N	50	Borda	0.0
TCGA-BF-A5ES	min8_cov70	Min-8 + >=70% coverage	Top-percentile	1	Borda	0.0
TCGA-BF-A5ES	min8_cov70	Min-8 + >=70% coverage	Top-percentile	5	Borda	0.0
TCGA-BF-A5ES	min8_cov70	Min-8 + >=70% coverage	Top-percentile	10	Borda	0.0
TCGA-BF-A5ES	min8_cov70	Min-8 + >=70% coverage	Top-percentile	20	Borda	0.0
TCGA-BF-A5ES	min8_cov70	Min-8 + >=70% coverage	Top-N	10	IC50-only	0.0
TCGA-BF-A5ES	min8_cov70	Min-8 + >=70% coverage	Top-N	20	IC50-only	0.0
TCGA-BF-A5ES	min8_cov70	Min-8 + >=70% coverage	Top-N	50	IC50-only	0.0
TCGA-BF-A5ES	min8_cov70	Min-8 + >=70% coverage	Top-percentile	1	IC50-only	0.0
TCGA-BF-A5ES	min8_cov70	Min-8 + >=70% coverage	Top-percentile	5	IC50-only	0.0
TCGA-BF-A5ES	min8_cov70	Min-8 + >=70% coverage	Top-percentile	10	IC50-only	0.0
TCGA-BF-A5ES	min8_cov70	Min-8 + >=70% coverage	Top-percentile	20	IC50-only	0.0
TCGA-BF-A5ES	min8_cov80	Min-8 + >=80% coverage	Top-N	10	Borda	0.0
TCGA-BF-A5ES	min8_cov80	Min-8 + >=80% coverage	Top-N	20	Borda	0.0
TCGA-BF-A5ES	min8_cov80	Min-8 + >=80% coverage	Top-N	50	Borda	0.0
TCGA-BF-A5ES	min8_cov80	Min-8 + >=80% coverage	Top-percentile	1	Borda	0.0
TCGA-BF-A5ES	min8_cov80	Min-8 + >=80% coverage	Top-percentile	5	Borda	0.0
TCGA-BF-A5ES	min8_cov80	Min-8 + >=80% coverage	Top-percentile	10	Borda	0.0
TCGA-BF-A5ES	min8_cov80	Min-8 + >=80% coverage	Top-percentile	20	Borda	0.0
TCGA-BF-A5ES	min8_cov80	Min-8 + >=80% coverage	Top-N	10	IC50-only	0.0
TCGA-BF-A5ES	min8_cov80	Min-8 + >=80% coverage	Top-N	20	IC50-only	0.0
TCGA-BF-A5ES	min8_cov80	Min-8 + >=80% coverage	Top-N	50	IC50-only	0.0
TCGA-BF-A5ES	min8_cov80	Min-8 + >=80% coverage	Top-percentile	1	IC50-only	0.0
TCGA-BF-A5ES	min8_cov80	Min-8 + >=80% coverage	Top-percentile	5	IC50-only	0.0
TCGA-BF-A5ES	min8_cov80	Min-8 + >=80% coverage	Top-percentile	10	IC50-only	0.0
TCGA-BF-A5ES	min8_cov80	Min-8 + >=80% coverage	Top-percentile	20	IC50-only	0.0
